	-50,000000	4384,000000	14259,000000	14639,000000	122,000000
	-60,000000	3631,000000	14225,000000	14526,000000	128,000000
	-70,000000	3181,000000	14401,000000	14642,000000	121,000000
	-80,000000	2773,000000	14517,000000	14848,000000	92,000000
	-90,000000	2322,000000	14701,000000	15644,000000	108,000000
	-100,000000	2024,000000	14425,000000	15026,000000	82,000000
	-110,000000	1649,000000	14488,000000	15122,000000	67,000000
	-120,000000	1551,000000	14479,000000	15370,000000	65,000000
	-130,000000	1339,000000	14618,000000	15239,000000	61,000000
	-140,000000	1286,000000	14424,000000	15481,000000	66,000000
	-150,000000	1129,000000	14291,000000	14912,000000	45,000000
	-160,000000	1028,000000	14641,000000	14964,000000	50,000000
	-170,000000	922,000000	14583,000000	14668,000000	45,000000
	-180,000000	823,000000	14595,000000	14834,000000	36,000000
	-190,000000	725,000000	14567,000000	15234,000000	36,000000
	-200,000000	679,000000	14571,000000	14761,000000	26,000000
	-210,000000	605,000000	14527,000000	14916,000000	37,000000
	-220,000000	545,000000	14649,000000	15183,000000	21,000000
	-230,000000	483,000000	14591,000000	14850,000000	20,000000
	-240,000000	450,000000	14652,000000	14996,000000	24,000000
	-250,000000	366,000000	14678,000000	14807,000000	15,000000
