p	I1 / %
1165	41.4
1166	42.2
1167	43.1
1168	43.5
1169	43.8
1170	43.7
1171	43.2
1172	42.5
1173	41.5
1174	40.3
1175	39.1
1176	38.1
1177	37.4
1178	37.0
1179	37.1
1180	37.7
1181	38.7
1182	40.1
1183	41.7
1184	43.4
1185	45.1
1186	46.9
1187	48.6
1188	50.2
1189	51.9
1190	53.5
1191	55.0
1192	56.4
1193	57.7
1194	58.6
1195	59.2
1196	59.3
1197	58.5
1198	57.1
1199	55.1
1200	52.7
1201	49.8
1202	46.5
1203	43.3
1204	40.6
1205	38.3
1206	36.8
1207	36.1
1208	36.0
1209	36.2
1210	36.7
1211	37.3
1212	37.8
1213	38.3
1214	38.7
1215	39.1
1216	39.0
1217	38.6
1218	38.2
1219	37.8
1220	37.2
1221	36.4
1222	35.4
1223	34.1
1224	32.5
1225	30.9
1226	29.4
1227	28.0
1228	26.9
1229	26.2
1230	26.1
1231	26.2
1232	26.6
1233	27.0
1234	27.8
1235	28.7
1236	29.8
1237	31.2
1238	32.6
1239	34.1
1240	35.7
1241	37.2
1242	38.6
1243	39.9
1244	40.7
1245	41.0
1246	40.6
1247	39.5
1248	37.9
1249	36.5
1250	35.6
1251	35.3
1252	35.8
1253	37.4
1254	39.5
1255	42.1
1256	44.8
1257	47.3
1258	49.6
1259	51.7
1260	53.5
1261	55.1
1262	56.1
1263	56.5
1264	55.9
1265	54.2
1266	51.3
1267	47.3
1268	43.2
1269	39.6
1270	36.8
1271	35.3
1272	34.8
1273	35.0
1274	35.5
1275	36.2
1276	36.9
1277	37.2
1278	37.3
1279	37.3
1280	36.6
1281	35.7
1282	34.3
1283	32.7
1284	31.1
1285	29.2
1286	27.4
1287	25.8
1288	24.9
1289	24.6
1290	25.1
1291	25.9
1292	27.1
1293	28.3
1294	29.8
1295	31.4
1296	33.4
1297	35.4
1298	37.2
1299	38.6
1300	39.3
1301	39.2
1302	38.0
1303	36.4
1304	34.8
1305	33.9
1306	34.0
1307	35.4
1308	37.8
1309	40.9
1310	43.8
1311	46.5
1312	48.9
1313	51.2
1314	53.0
1315	54.1
1316	54.0
1317	52.0
1318	48.2
1319	43.5
1320	39.1
1321	35.9
1322	34.1
1323	33.6
1324	33.9
1325	34.5
1326	35.2
1327	35.7
1328	35.9
1329	35.7
1330	35.0
1331	33.7
1332	31.8
1333	29.4
1334	27.0
1335	25.2
1336	24.1
1337	23.8
1338	24.3
1339	25.5
1340	27.1
1341	29.2
1342	31.5
1343	33.6
1344	35.6
1345	37.0
1346	37.4
1347	36.7
1348	35.4
1349	33.8
1350	32.4
1351	32.0
1352	32.8
1353	35.2
1354	38.8
1355	42.8
1356	46.1
1357	48.9
1358	50.9
1359	51.8
1360	51.2
1361	48.8
1362	44.7
1363	39.9
1364	35.8
1365	33.1
1366	32.1
1367	32.3
1368	33.2
1369	34.1
1370	34.9
1371	35.1
1372	34.7
1373	33.5
1374	31.4
1375	28.7
1376	26.0
1377	24.0
1378	23.2
1379	23.3
1380	24.5
1381	26.4
1382	28.5
1383	30.9
1384	33.3
1385	35.3
1386	36.7
1387	36.9
1388	35.8
1389	33.8
1390	32.2
1391	31.6
1392	32.8
1393	35.6
1394	39.5
1395	43.5
1396	47.0
1397	49.7
1398	51.2
1399	50.8
1400	47.4
1401	42.1
1402	36.9
1403	33.3
1404	31.4
1405	31.1
1406	31.6
1407	32.5
1408	33.3
1409	33.8
1410	33.2
1411	31.5
1412	28.7
1413	25.8
1414	23.5
1415	22.4
1416	22.6
1417	23.9
1418	25.9
1419	28.5
1420	31.2
1421	33.7
1422	35.3
1423	35.7
1424	34.8
1425	32.9
1426	31.1
1427	30.5
1428	31.9
1429	35.2
1430	39.5
1431	43.9
1432	47.4
1433	49.7
1434	49.7
1435	46.6
1436	41.1
1437	35.8
1438	32.2
1439	30.5
1440	30.3
1441	30.8
1442	31.5
1443	31.9
1444	31.4
1445	30.0
1446	27.6
1447	24.7
1448	22.3
1449	21.4
1450	21.7
1451	23.4
1452	25.8
1453	28.6
1454	31.2
1455	33.2
1456	34.0
1457	33.3
1458	31.6
1459	30.0
1460	29.7
1461	31.2
1462	34.5
1463	38.9
1464	43.3
1465	46.5
1466	47.7
1467	45.8
1468	40.7
1469	35.1
1470	31.2
1471	29.2
1472	29.1
1473	30.0
1474	31.3
1475	32.2
1476	31.8
1477	29.6
1478	26.4
1479	23.2
1480	21.6
1481	21.6
1482	22.9
1483	25.4
1484	28.3
1485	31.1
1486	33.1
1487	33.5
1488	32.3
1489	30.5
1490	29.3
1491	29.6
1492	31.7
1493	35.5
1494	40.0
1495	44.1
1496	46.1
1497	44.3
1498	39.4
1499	34.0
1500	30.2
1501	28.4
1502	28.3
1503	29.2
1504	30.4
1505	31.0
1506	29.8
1507	27.0
1508	23.8
1509	21.6
1510	20.9
1511	21.9
1512	24.1
1513	27.0
1514	29.8
1515	31.6
1516	31.7
1517	30.6
1518	29.0
1519	28.3
1520	29.4
1521	32.4
1522	36.7
1523	41.2
1524	44.0
1525	43.1
1526	38.6
1527	33.1
1528	29.1
1529	27.0
1530	26.6
1531	27.3
1532	28.3
1533	28.6
1534	27.2
1535	24.6
1536	20.7
1537	19.9
1538	20.3
1539	22.2
1540	25.1
1541	28.3
1542	30.5
1543	31.2
1544	30.2
1545	28.7
1546	27.8
1547	28.6
1548	31.2
1549	35.2
1550	39.3
1551	41.5
1552	40.0
1553	35.2
1554	30.3
1555	27.1
1556	26.0
1557	26.3
1558	27.4
1559	27.9
1560	27.0
1561	24.6
1562	22.0
1563	20.3
1564	20.0
1565	21.6
1566	24.1
1567	27.1
1568	29.2
1569	29.7
1570	28.7
1571	27.5
1572	27.1
1573	28.4
1574	31.4
1575	35.3
1576	38.4
1577	38.8
1578	35.6
1579	30.8
1580	27.1
1581	25.3
1582	25.2
1583	26.0
1584	26.6
1585	25.9
1586	24.0
1587	21.7
1588	20.1
1589	20.0
1590	21.6
1591	24.2
1592	26.9
1593	28.4
1594	28.4
1595	27.2
1596	26.2
1597	26.7
1598	28.6
1599	31.8
1600	34.6
1601	36.0
1602	34.3
1603	30.1
1604	26.4
1605	24.4
1606	23.9
1607	24.1
1608	24.4
1609	23.8
1610	22.2
1611	20.4
1612	19.2
1613	19.4
1614	20.9
1615	23.3
1616	25.5
1617	26.9
1618	26.9
1619	26.1
1620	26.0
1621	27.2
1622	29.4
1623	31.7
1624	32.9
1625	32.3
1626	29.2
1627	25.7
1628	23.6
1629	23.1
1630	23.2
1631	23.3
1632	22.9
1633	21.7
1634	20.3
1635	19.4
1636	19.7
1637	20.6
1638	21.8
1639	22.9
1640	23.4
1641	23.2
1642	23.1
1643	24.0
1644	25.8
1645	27.7
1646	28.9
1647	29.4
1648	28.1
1649	25.4
1650	23.2
1651	22.2
1652	22.0
1653	22.0
1654	21.6
1655	20.8
1656	19.8
1657	19.2
1658	19.5
1659	20.7
1660	22.2
1661	23.8
1662	24.6
1663	25.0
1664	25.2
1665	25.9
1666	26.9
1667	27.7
1668	27.9
1669	27.3
1670	25.4
1671	23.0
1672	21.3
1673	20.4
1674	20.0
1675	19.7
1676	19.3
1677	18.9
1678	18.5
1679	18.6
1680	19.4
1681	20.6
1682	21.8
1683	22.9
1684	23.7
1685	24.4
1686	24.8
1687	25.2
1688	25.3
1689	25.1
1690	24.4
1691	23.1
1692	21.2
1693	19.6
1694	18.7
1695	18.2
1696	17.9
1697	17.9
1698	17.9
1699	17.8
1700	18.0
1701	18.8
1702	19.9
1703	21.3
1704	22.4
1705	23.1
1706	23.3
1707	23.3
1708	23.0
1709	22.6
1710	22.2
1711	21.3
1712	19.9
1713	18.3
1714	17.1
1715	16.6
1716	16.4
1717	16.4
1718	16.5
1719	16.6
1720	16.9
1721	17.7
1722	18.7
1723	19.9
1724	21.1
1725	21.6
1726	21.5
1727	21.1
1728	20.6
1729	20.1
1730	19.6
1731	18.8
1732	17.2
1733	15.8
1734	14.8
1735	14.3
1736	14.3
1737	14.4
1738	14.6
1739	15.0
1740	15.6
1741	16.4
1742	17.4
1743	18.4
1744	19.0
1745	19.0
1746	18.6
1747	18.1
1748	17.6
1749	17.2
1750	16.4
1751	15.2
1752	14.0
1753	13.2
1754	12.8
1755	12.8
1756	12.8
1757	12.8
1758	12.8
1759	13.2
1760	13.9
1761	14.9
1762	15.7
1763	16.2
1764	16.2
1765	15.9
1766	15.2
1767	14.6
1768	14.0
1769	13.2
1770	12.2
1771	11.4
1772	10.9
1773	10.8
1774	10.9
1775	11.2
1776	11.3
1777	11.6
1778	12.0
1779	12.5
1780	13.1
1781	13.4
1782	13.4
1783	13.3
1784	12.8
1785	12.4
1786	11.8
1787	11.1
1788	10.3
1789	9.6
1790	8.9
1791	8.6
1792	8.6
1793	8.8
1794	8.9
1795	9.2
1796	9.6
1797	10.0
1798	10.4
1799	10.4
1800	10.4
1801	10.4
1802	10.0
1803	9.6
1804	9.1
1805	8.5
1806	7.9
1807	7.5
1808	7.2
1809	7.2
1810	7.2
1811	7.2
1812	7.2
1813	7.5
1814	7.8
1815	7.9
1816	8.0
1817	8.0
1818	8.0
1819	7.8
1820	7.4
1821	7.0
1822	6.5
1823	6.1
1824	5.7
1825	5.5
1826	5.3
1827	5.3
1828	5.3
1829	5.3
1830	5.4
1831	5.4
1832	5.4
1833	5.6
1834	5.6
1835	5.7
1836	5.5
1837	5.0
1838	4.6
1839	4.3
1840	4.2
1841	4.0
1842	3.9
1843	3.8
1844	3.7
1845	3.7
1846	3.7
1847	3.7
1848	3.7
1849	3.7
1850	3.7
1851	3.7
1852	3.7
1853	3.4
1854	3.2
1855	3.2
1856	3.0
1857	2.9
1858	2.8
1859	2.6
1860	2.5
1861	2.5
1862	2.5
1863	2.5
1864	2.5
1865	2.4
1866	2.4
1867	2.4
1868	2.2
1869	2.1
1870	2.0
1871	2.0
1872	2.0
1873	2.0
1874	1.8
1875	1.7
1876	1.6
1877	1.6
1878	1.6
1879	1.6
1880	1.6
1881	1.6
1882	1.6
1883	1.5
1884	1.3
1885	1.3
1886	1.2
1887	1.2
1888	1.2
1889	1.2
1890	1.2
1891	1.2
1892	1.2
1893	1.2
1894	1.2
1895	1.2
1896	1.1
1897	1.1
1898	1.0
1899	1.0
1900	0.9
1901	0.8
1902	0.8
1903	0.8
1904	0.8
1905	0.8
1906	0.8
1907	0.8
1908	0.8
1909	0.8
1910	0.8
1911	0.8
1912	0.8
1913	0.8
1914	0.8
1915	0.8
1916	0.8
1917	0.8
1918	0.8
1919	0.8
1920	0.8
1921	0.8
1922	0.8
1923	0.8
1924	0.8
1925	0.8
1926	0.8
1927	0.8
1928	0.8
1929	0.8
1930	0.8
1931	0.8
1932	0.8
1933	0.8
1934	0.8
1935	0.8
1936	0.8
1937	0.8
1938	0.8
1939	0.8
1940	0.8
1941	0.8
1942	0.8
1943	0.8
1944	0.8
1945	0.8
1946	0.8
1947	0.8
1948	0.8
1949	0.8
1950	0.8
1951	0.8
1952	0.8
1953	0.8
1954	0.8
1955	0.8
1956	0.7
1957	0.7
1958	0.7
1959	0.7
1960	0.7
1961	0.7
1962	0.7
1963	0.7
1964	0.6
1965	0.6
1966	0.6
1967	0.6
1968	0.6
1969	0.6
1970	0.6
1971	0.6
1972	0.5
1973	0.5
1974	0.5
1975	0.5
1976	0.5
1977	0.5
1978	0.5
1979	0.4
1980	0.4
1981	0.4
1982	0.4
1983	0.4
1984	0.4
1985	0.4
1986	0.4
1987	0.4
1988	0.4
1989	0.4
1990	0.4
1991	0.4
1992	0.4
1993	0.4
1994	0.4
1995	0.4
1996	0.4
1997	0.4
1998	0.4
1999	0.4
2000	0.4
2001	0.4
2002	0.4
2003	0.4
2004	0.4
2005	0.4
2006	0.4
2007	0.4
2008	0.4
2009	0.4
2010	0.4
2011	0.4
2012	0.4
2013	0.4
2014	0.4
2015	0.4
2016	0.4
2017	0.4
2018	0.4
2019	0.4
2020	0.4
2021	0.4
2022	0.4
2023	0.4
2024	0.4
2025	0.4
2026	0.4
2027	0.4
2028	0.4
2029	0.4
2030	0.4
2031	0.4
2032	0.4
2033	0.4
2034	0.4
2035	0.4
2036	0.4
2037	0.4
2038	0.4
2039	0.4
2040	0.4
2041	0.4
2042	0.4
2043	0.4
2044	0.4
2045	0.4
2046	0.4
2047	0.4
