a1		8.87747	0.4016			
a2		5.95924	0.141		6.850918333	2.056463522
a3		4.73568	0.2788			
a4		5.46055	0.1114			
a5		6.16203	0.708			
a6		9.91054	0.3439			
b1		0.155963	0.2329			
b2		1.27328	0.08177		1.286484333	1.264421199
b3		2.83059	0.1616			
b4		2.51805	0.06456			
b5		1.33159	0.4108			
b6		-0.390567	0.1993			
						
a1		9.14587	0.02564			
a2		8.1504	0.04833		9.065343333	0.644555547
a3		9.60897	0.1085			
a4		9.79557	0.09351			
a5		8.45298	0.0659			
a6		9.23827	0.0254			
