p	I1 / %
218	23.5
219	23.4
220	23.3
221	23.2
222	23.1
223	23.0
224	22.9
225	23.1
226	23.8
227	24.8
228	25.5
229	25.7
230	25.7
231	25.8
232	26.1
233	26.4
234	26.4
235	26.0
236	25.7
237	25.6
238	25.6
239	25.6
240	25.4
241	25.4
242	25.6
243	26.4
244	27.4
245	28.0
246	28.1
247	28.2
248	28.2
249	28.6
250	28.7
251	28.6
252	28.3
253	27.9
254	27.7
255	27.7
256	27.7
257	27.7
258	27.6
259	28.0
260	28.7
261	29.7
262	30.5
263	30.8
264	30.8
265	30.7
266	30.9
267	31.1
268	31.1
269	30.8
270	30.4
271	30.0
272	29.9
273	29.9
274	29.7
275	29.6
276	29.5
277	29.8
278	30.6
279	31.5
280	31.9
281	32.0
282	32.1
283	32.2
284	32.6
285	33.0
286	33.0
287	32.6
288	31.8
289	31.2
290	30.9
291	30.9
292	30.8
293	30.7
294	30.6
295	31.0
296	31.9
297	33.3
298	34.4
299	35.0
300	35.0
301	35.0
302	35.0
303	35.3
304	35.3
305	34.9
306	34.0
307	33.2
308	32.8
309	32.8
310	32.9
311	32.7
312	32.3
313	32.1
314	32.4
315	33.6
316	35.1
317	36.3
318	36.8
319	36.9
320	36.9
321	36.9
322	36.9
323	36.7
324	36.0
325	35.0
326	34.0
327	33.4
328	33.3
329	33.4
330	33.2
331	32.8
332	32.4
333	32.7
334	33.8
335	35.7
336	37.4
337	38.5
338	38.7
339	38.6
340	38.4
341	38.5
342	38.6
343	38.4
344	37.5
345	36.5
346	35.4
347	34.9
348	34.7
349	34.7
350	34.3
351	33.8
352	33.3
353	33.4
354	34.7
355	36.7
356	38.5
357	39.5
358	39.5
359	39.2
360	39.0
361	39.1
362	39.4
363	39.4
364	38.8
365	37.8
366	36.8
367	36.1
368	35.9
369	35.9
370	35.9
371	35.4
372	35.0
373	34.8
374	35.3
375	36.9
376	39.1
377	40.7
378	41.2
379	41.0
380	40.4
381	39.9
382	39.8
383	40.0
384	39.9
385	39.1
386	38.0
387	36.9
388	36.3
389	36.2
390	36.2
391	36.2
392	35.9
393	35.6
394	35.5
395	35.8
396	37.0
397	39.2
398	41.4
399	42.8
400	43.1
401	42.7
402	42.0
403	41.5
404	41.2
405	41.3
406	41.1
407	40.4
408	39.3
409	38.2
410	37.5
411	37.1
412	37.0
413	36.8
414	36.3
415	35.7
416	35.3
417	35.6
418	36.7
419	38.8
420	41.3
421	43.3
422	44.1
423	44.1
424	43.4
425	42.6
426	42.2
427	42.2
428	42.2
429	41.9
430	41.1
431	39.9
432	38.4
433	37.4
434	36.8
435	36.5
436	36.6
437	36.5
438	36.2
439	36.1
440	36.4
441	37.8
442	40.2
443	43.1
444	45.4
445	46.4
446	46.3
447	45.5
448	44.3
449	43.5
450	43.4
451	43.8
452	43.9
453	43.3
454	42.1
455	40.7
456	39.3
457	38.3
458	37.9
459	38.1
460	38.3
461	38.2
462	37.8
463	37.4
464	37.3
465	38.3
466	40.4
467	43.6
468	46.3
469	47.9
470	48.0
471	46.9
472	45.2
473	43.5
474	42.8
475	43.2
476	43.9
477	43.9
478	43.0
479	41.8
480	40.4
481	39.0
482	37.8
483	37.4
484	37.5
485	37.8
486	37.9
487	37.8
488	37.5
489	37.5
490	38.3
491	40.3
492	43.6
493	47.1
494	49.5
495	50.1
496	49.4
497	48.1
498	46.5
499	45.5
500	45.3
501	46.0
502	46.8
503	46.9
504	45.8
505	43.8
506	41.4
507	39.3
508	38.0
509	37.8
510	38.3
511	39.1
512	40.2
513	40.0
514	39.6
515	39.2
516	39.1
517	39.9
518	42.1
519	46.0
520	49.8
521	51.9
522	52.2
523	51.2
524	49.6
525	47.9
526	46.7
527	46.4
528	47.2
529	48.3
530	48.7
531	48.1
532	46.2
533	43.8
534	41.2
535	39.3
536	38.5
537	38.9
538	40.0
539	41.1
540	41.6
541	41.6
542	41.0
543	40.4
544	40.1
545	40.9
546	43.1
547	46.7
548	50.8
549	53.7
550	54.6
551	53.9
552	52.2
553	50.2
554	48.4
555	47.2
556	47.2
557	48.3
558	49.7
559	50.3
560	49.4
561	47.2
562	44.4
563	41.7
564	39.7
565	38.5
566	38.5
567	39.5
568	40.9
569	42.1
570	42.5
571	42.4
572	41.9
573	41.5
574	41.2
575	41.9
576	43.9
577	47.5
578	51.8
579	55.3
580	56.7
581	56.1
582	54.5
583	52.3
584	50.1
585	48.4
586	47.5
587	47.7
588	48.9
589	50.3
590	50.6
591	49.5
592	47.0
593	44.1
594	41.3
595	39.1
596	37.7
597	37.6
598	38.5
599	40.4
600	42.2
601	43.4
602	43.7
603	43.5
604	42.8
605	42.3
606	42.0
607	42.4
608	44.0
609	47.1
610	51.4
611	55.8
612	58.3
613	58.9
614	57.7
615	55.7
616	53.2
617	51.0
618	49.2
619	48.4
620	48.6
621	49.8
622	51.0
623	51.6
624	50.8
625	48.9
626	46.3
627	43.5
628	40.9
629	38.9
630	37.7
631	37.8
632	39.0
633	41.0
634	42.9
635	44.3
636	44.8
637	44.7
638	44.2
639	43.5
640	43.0
641	42.7
642	43.1
643	44.5
644	47.4
645	51.7
646	56.3
647	59.7
648	61.1
649	60.7
650	59.0
651	56.8
652	54.3
653	52.0
654	50.4
655	49.5
656	49.4
657	50.3
658	51.6
659	52.6
660	52.6
661	51.3
662	49.0
663	46.3
664	43.5
665	41.1
666	39.1
667	38.0
668	37.9
669	38.6
670	40.2
671	42.1
672	43.9
673	45.2
674	45.7
675	45.5
676	44.8
677	44.2
678	43.7
679	43.3
680	43.3
681	43.9
682	45.5
683	48.5
684	53.0
685	57.8
686	61.5
687	63.3
688	63.2
689	61.6
690	59.1
691	56.2
692	53.6
693	51.4
694	49.7
695	48.6
696	48.3
697	48.7
698	49.8
699	51.3
700	52.1
701	51.8
702	50.5
703	48.5
704	46.0
705	43.6
706	41.4
707	39.8
708	38.6
709	38.3
710	38.6
711	39.9
712	41.7
713	43.7
714	45.4
715	46.4
716	46.8
717	46.9
718	46.6
719	46.2
720	45.4
721	44.7
722	44.0
723	43.8
724	44.1
725	45.2
726	47.4
727	51.0
728	55.6
729	60.1
730	63.7
731	65.6
732	66.0
733	65.2
734	63.4
735	61.2
736	58.7
737	56.5
738	54.4
739	52.7
740	51.5
741	50.7
742	50.5
743	50.9
744	51.8
745	52.9
746	53.8
747	53.9
748	53.1
749	51.4
750	49.4
751	47.1
752	44.8
753	42.8
754	40.9
755	39.3
756	38.2
757	37.8
758	38.0
759	39.0
760	40.6
761	42.4
762	43.9
763	45.3
764	46.4
765	47.2
766	47.7
767	48.0
768	47.9
769	47.5
770	47.1
771	46.6
772	46.2
773	45.8
774	45.3
775	45.2
776	45.7
777	47.3
778	50.1
779	54.0
780	58.2
781	62.3
782	65.5
783	67.7
784	68.7
785	68.5
786	67.2
787	65.3
788	62.7
789	59.1
790	55.1
791	51.8
792	49.4
793	47.4
794	45.8
795	44.5
796	43.0
797	42.2
798	42.9
799	45.7
800	48.9
801	51.5
802	53.1
803	53.9
804	53.7
805	52.8
806	51.4
807	49.7
808	47.8
809	45.9
810	44.1
811	42.5
812	41.2
813	40.2
814	39.4
815	39.1
816	39.0
817	39.4
818	40.1
819	41.3
820	42.7
821	44.2
822	45.5
823	46.7
824	47.5
825	48.4
826	48.8
827	49.2
828	49.2
829	49.2
830	49.0
831	49.0
832	48.9
833	48.6
834	48.2
835	47.7
836	47.1
837	46.6
838	46.2
839	46.0
840	46.2
841	46.9
842	48.3
843	50.4
844	52.9
845	55.6
846	58.6
847	61.8
848	64.9
849	67.8
850	69.5
851	69.7
852	68.6
853	66.9
854	65.1
855	63.2
856	61.5
857	59.9
858	58.4
859	57.1
860	56.0
861	55.3
862	54.7
863	54.3
864	54.0
865	53.6
866	52.9
867	51.7
868	50.6
869	49.6
870	49.2
871	49.1
872	49.4
873	49.9
874	50.6
875	51.7
876	52.9
877	54.1
878	55.0
879	55.6
880	55.8
881	55.6
882	55.0
883	54.0
884	52.7
885	51.3
886	49.9
887	48.6
888	47.1
889	45.6
890	44.3
891	43.1
892	42.2
893	41.3
894	40.6
895	40.0
896	39.3
897	38.9
898	38.7
899	38.6
900	38.7
901	38.9
902	39.3
903	39.8
904	40.4
905	41.1
906	41.8
907	42.8
908	43.7
909	44.9
910	45.7
911	46.6
912	47.3
913	47.8
914	48.2
915	48.6
916	49.1
917	49.5
918	49.8
919	50.0
920	50.0
921	50.2
922	50.3
923	50.5
924	50.5
925	50.5
926	50.5
927	50.4
928	50.4
929	50.3
930	50.2
931	50.1
932	49.7
933	49.5
934	49.2
935	48.8
936	48.4
937	48.0
938	47.6
939	47.1
940	46.7
941	46.3
942	45.8
943	45.4
944	45.0
945	45.0
946	45.0
947	45.1
948	45.2
949	45.5
950	45.8
951	46.4
952	47.1
953	47.9
954	48.9
955	50.0
956	51.2
957	52.5
958	53.9
959	55.4
960	57.0
961	58.7
962	60.3
963	61.9
964	63.5
965	65.0
966	66.4
967	67.6
968	68.7
969	69.8
970	70.6
971	71.3
972	71.8
973	72.5
974	73.1
975	73.7
976	74.1
977	74.5
978	74.6
979	74.7
980	74.7
981	74.7
982	74.8
983	74.8
984	74.7
985	74.6
986	74.3
987	74.2
988	74.1
989	73.9
990	73.7
991	73.5
992	73.2
993	72.9
994	72.6
995	72.5
996	72.2
997	72.1
998	71.9
999	71.8
1000	71.6
1001	71.5
1002	71.4
1003	71.2
1004	70.8
1005	70.6
1006	70.4
1007	70.1
1008	70.0
1009	70.0
1010	69.8
1011	69.7
1012	69.5
1013	69.5
1014	69.4
1015	69.4
1016	69.3
1017	69.4
1018	69.4
1019	69.4
1020	69.4
1021	69.4
1022	69.4
1023	69.4
1024	69.7
1025	69.7
1026	69.6
1027	69.5
1028	69.2
1029	69.1
1030	69.1
1031	69.0
1032	69.0
1033	69.1
1034	69.1
1035	69.2
1036	69.4
1037	69.8
1038	70.1
1039	70.4
1040	70.8
1041	70.8
1042	70.8
1043	70.8
1044	70.6
1045	70.9
1046	71.1
1047	71.5
1048	71.9
1049	72.4
1050	73.0
1051	73.4
1052	73.7
1053	73.9
1054	73.8
1055	73.7
1056	73.6
1057	73.6
1058	73.7
1059	74.0
1060	74.2
1061	74.5
1062	74.6
1063	74.7
1064	74.9
1065	74.9
1066	74.9
1067	74.8
1068	74.4
1069	73.8
1070	73.2
1071	73.0
1072	72.2
1073	70.9
1074	69.4
1075	68.2
1076	67.7
1077	67.6
1078	67.5
1079	67.0
1080	66.2
1081	65.0
1082	63.9
1083	62.8
1084	61.6
1085	60.2
1086	58.7
1087	57.1
1088	55.5
1089	53.9
1090	52.4
1091	50.9
1092	49.6
1093	48.4
1094	47.2
1095	46.2
1096	45.4
1097	44.7
1098	44.2
1099	43.8
1100	43.5
1101	43.5
1102	43.5
1103	43.7
1104	44.0
1105	44.3
1106	44.8
1107	45.2
1108	45.7
1109	46.2
1110	46.7
1111	47.3
1112	47.7
1113	48.2
1114	48.4
1115	48.6
1116	48.7
1117	48.9
1118	49.0
1119	49.1
1120	49.1
1121	49.2
1122	49.1
1123	49.1
1124	49.0
1125	49.0
1126	48.6
1127	48.4
1128	48.0
1129	47.6
1130	47.1
1131	46.7
1132	46.2
1133	45.6
1134	44.9
1135	44.2
1136	43.5
1137	42.8
1138	42.0
1139	41.1
1140	40.0
1141	39.2
1142	38.3
1143	37.6
1144	36.9
1145	36.5
1146	36.1
1147	35.9
1148	36.0
1149	36.3
1150	36.7
1151	37.3
1152	37.9
1153	38.5
1154	39.3
1155	40.2
1156	41.3
1157	42.4
1158	43.6
1159	44.8
1160	46.1
1161	47.4
1162	48.6
1163	49.8
1164	50.6
1165	51.3
1166	51.7
1167	51.7
1168	51.3
1169	50.6
1170	49.5
1171	48.3
1172	46.7
1173	45.2
1174	43.7
1175	42.6
1176	41.9
1177	41.6
1178	41.9
1179	42.7
1180	44.0
1181	45.7
1182	47.7
1183	49.9
1184	52.1
1185	54.3
1186	56.4
1187	58.4
1188	60.4
1189	62.2
1190	63.9
1191	65.5
1192	66.8
1193	67.9
1194	68.5
1195	68.8
1196	68.5
1197	67.2
1198	65.3
1199	62.7
1200	59.8
1201	56.3
1202	52.6
1203	49.1
1204	46.0
1205	43.7
1206	42.1
1207	41.4
1208	41.4
1209	41.8
1210	42.6
1211	43.6
1212	44.4
1213	45.2
1214	45.9
1215	46.3
1216	46.4
1217	46.2
1218	45.9
1219	45.5
1220	45.0
1221	44.4
1222	43.5
1223	42.5
1224	41.4
1225	40.1
1226	38.9
1227	37.5
1228	36.3
1229	35.5
1230	35.0
1231	35.0
1232	35.1
1233	35.5
1234	36.3
1235	37.4
1236	38.7
1237	40.4
1238	42.2
1239	43.9
1240	45.5
1241	46.7
1242	47.6
1243	48.0
1244	47.8
1245	46.9
1246	45.2
1247	43.2
1248	41.3
1249	40.0
1250	39.6
1251	40.1
1252	41.6
1253	44.0
1254	47.1
1255	50.5
1256	53.8
1257	56.8
1258	59.3
1259	61.6
1260	63.5
1261	64.9
1262	65.6
1263	65.4
1264	64.1
1265	61.8
1266	58.1
1267	53.5
1268	48.8
1269	44.8
1270	41.8
1271	40.3
1272	39.8
1273	40.3
1274	41.2
1275	42.4
1276	43.3
1277	44.0
1278	44.3
1279	44.4
1280	43.9
1281	43.1
1282	41.9
1283	40.6
1284	39.4
1285	37.9
1286	36.3
1287	34.7
1288	33.6
1289	33.1
1290	33.3
1291	34.1
1292	35.2
1293	36.8
1294	38.5
1295	40.5
1296	42.6
1297	44.5
1298	45.8
1299	46.4
1300	45.7
1301	44.2
1302	41.9
1303	39.8
1304	38.4
1305	38.1
1306	39.1
1307	41.5
1308	45.0
1309	48.9
1310	52.4
1311	55.6
1312	58.2
1313	60.3
1314	61.8
1315	62.5
1316	61.7
1317	59.0
1318	54.5
1319	49.1
1320	44.2
1321	40.8
1322	38.9
1323	38.5
1324	39.2
1325	40.3
1326	41.3
1327	42.1
1328	42.4
1329	42.4
1330	41.9
1331	40.9
1332	39.4
1333	37.6
1334	35.5
1335	33.7
1336	32.4
1337	32.0
1338	32.3
1339	33.5
1340	35.3
1341	37.8
1342	40.3
1343	42.5
1344	44.2
1345	44.8
1346	43.9
1347	41.7
1348	39.2
1349	37.1
1350	35.9
1351	36.2
1352	38.1
1353	41.7
1354	46.4
1355	51.1
1356	54.9
1357	57.8
1358	59.6
1359	60.1
1360	58.8
1361	55.5
1362	50.6
1363	45.1
1364	40.5
1365	37.7
1366	36.7
1367	37.2
1368	38.6
1369	39.9
1370	40.8
1371	41.3
1372	41.2
1373	40.4
1374	38.8
1375	36.7
1376	34.2
1377	32.2
1378	31.1
1379	31.1
1380	32.3
1381	34.3
1382	36.7
1383	39.4
1384	41.8
1385	43.3
1386	43.5
1387	42.2
1388	39.7
1389	37.2
1390	35.7
1391	35.9
1392	38.2
1393	42.2
1394	47.1
1395	51.7
1396	55.5
1397	58.1
1398	59.2
1399	58.0
1400	53.9
1401	47.7
1402	41.8
1403	37.8
1404	35.9
1405	35.8
1406	36.6
1407	37.9
1408	39.0
1409	39.7
1410	39.5
1411	38.4
1412	36.3
1413	33.5
1414	31.2
1415	30.1
1416	30.1
1417	31.6
1418	33.8
1419	36.7
1420	39.4
1421	41.5
1422	42.1
1423	41.2
1424	38.8
1425	36.3
1426	34.6
1427	34.9
1428	37.2
1429	41.7
1430	46.9
1431	51.8
1432	55.4
1433	57.5
1434	57.0
1435	53.1
1436	46.7
1437	40.7
1438	36.7
1439	34.9
1440	34.8
1441	35.7
1442	36.6
1443	37.3
1444	37.2
1445	36.4
1446	34.6
1447	32.0
1448	29.5
1449	28.4
1450	28.9
1451	30.9
1452	33.6
1453	36.3
1454	38.6
1455	39.8
1456	39.3
1457	37.3
1458	34.9
1459	33.6
1460	33.9
1461	36.3
1462	40.8
1463	46.1
1464	50.8
1465	54.2
1466	55.0
1467	52.2
1468	46.3
1469	40.1
1470	35.6
1471	33.6
1472	33.5
1473	34.6
1474	36.1
1475	37.6
1476	37.9
1477	36.6
1478	33.8
1479	30.7
1480	28.8
1481	28.8
1482	30.3
1483	33.0
1484	36.0
1485	38.5
1486	39.4
1487	38.5
1488	36.2
1489	33.9
1490	33.0
1491	34.1
1492	37.2
1493	41.9
1494	47.1
1495	51.3
1496	53.0
1497	50.7
1498	45.0
1499	38.8
1500	34.5
1501	32.6
1502	32.4
1503	33.6
1504	35.1
1505	36.4
1506	36.1
1507	33.9
1508	30.8
1509	28.4
1510	27.7
1511	28.8
1512	31.2
1513	34.3
1514	36.7
1515	37.4
1516	36.4
1517	34.3
1518	32.4
1519	32.2
1520	34.0
1521	37.9
1522	43.0
1523	48.1
1524	50.9
1525	49.7
1526	44.3
1527	38.0
1528	33.5
1529	31.2
1530	30.8
1531	31.5
1532	32.8
1533	33.9
1534	33.3
1535	31.2
1536	27.6
1537	26.4
1538	26.8
1539	28.9
1540	32.1
1541	35.0
1542	36.4
1543	36.0
1544	34.0
1545	32.1
1546	31.4
1547	32.9
1548	36.2
1549	41.0
1550	45.6
1551	48.0
1552	46.0
1553	40.5
1554	34.9
1555	31.3
1556	29.8
1557	30.1
1558	31.3
1559	32.6
1560	32.6
1561	30.9
1562	28.3
1563	26.5
1564	26.2
1565	27.9
1566	30.7
1567	33.6
1568	34.9
1569	34.3
1570	32.5
1571	31.0
1572	30.9
1573	32.8
1574	36.5
1575	40.9
1576	44.4
1577	44.8
1578	41.0
1579	35.5
1580	31.2
1581	29.1
1582	29.0
1583	29.9
1584	31.2
1585	31.3
1586	30.0
1587	27.8
1588	26.2
1589	26.1
1590	27.8
1591	30.5
1592	32.9
1593	33.6
1594	32.5
1595	30.8
1596	29.7
1597	30.5
1598	33.0
1599	36.6
1600	40.0
1601	41.6
1602	39.6
1603	34.8
1604	30.4
1605	28.0
1606	27.3
1607	27.9
1608	28.7
1609	28.8
1610	27.7
1611	26.0
1612	24.8
1613	25.0
1614	26.6
1615	28.9
1616	30.7
1617	31.4
1618	30.6
1619	29.6
1620	29.5
1621	31.1
1622	33.7
1623	36.4
1624	38.1
1625	37.3
1626	33.8
1627	29.8
1628	27.3
1629	26.6
1630	27.0
1631	27.7
1632	27.8
1633	27.0
1634	25.7
1635	24.8
1636	25.1
1637	25.9
1638	27.1
1639	27.7
1640	27.4
1641	26.6
1642	26.2
1643	27.3
1644	29.4
1645	31.7
1646	33.3
1647	34.1
1648	32.6
1649	29.4
1650	26.8
1651	25.7
1652	25.7
1653	26.0
1654	26.0
1655	25.6
1656	24.7
1657	24.2
1658	24.4
1659	25.5
1660	27.1
1661	28.3
1662	28.6
1663	28.5
1664	28.6
1665	29.4
1666	30.7
1667	31.8
1668	32.2
1669	31.7
1670	29.6
1671	26.7
1672	24.8
1673	24.0
1674	23.8
1675	23.7
1676	23.7
1677	23.5
1678	23.2
1679	23.2
1680	23.9
1681	25.0
1682	26.1
1683	26.8
1684	27.2
1685	27.7
1686	28.2
1687	28.9
1688	29.3
1689	29.3
1690	28.5
1691	26.9
1692	24.8
1693	23.2
1694	22.4
1695	22.0
1696	22.0
1697	22.2
1698	22.1
1699	22.1
1700	22.2
1701	22.8
1702	23.9
1703	25.0
1704	25.9
1705	26.4
1706	26.6
1707	26.7
1708	26.6
1709	26.3
1710	25.8
1711	24.8
1712	23.2
1713	21.7
1714	20.5
1715	20.1
1716	20.1
1717	20.3
1718	20.4
1719	20.6
1720	20.8
1721	21.5
1722	22.5
1723	23.7
1724	24.5
1725	24.9
1726	24.8
1727	24.4
1728	23.9
1729	23.5
1730	23.0
1731	21.9
1732	20.4
1733	19.0
1734	18.0
1735	17.6
1736	17.7
1737	17.9
1738	18.2
1739	18.6
1740	19.0
1741	19.9
1742	20.9
1743	21.7
1744	22.1
1745	22.1
1746	21.8
1747	21.3
1748	20.8
1749	20.4
1750	19.5
1751	18.2
1752	17.0
1753	16.2
1754	15.9
1755	16.1
1756	16.1
1757	16.1
1758	16.0
1759	16.3
1760	16.9
1761	17.8
1762	18.6
1763	19.0
1764	19.1
1765	18.7
1766	18.0
1767	17.4
1768	16.7
1769	15.9
1770	14.8
1771	14.0
1772	13.6
1773	13.6
1774	13.8
1775	14.1
1776	14.2
1777	14.4
1778	14.8
1779	15.4
1780	15.8
1781	16.1
1782	16.1
1783	15.9
1784	15.4
1785	14.9
1786	14.2
1787	13.5
1788	12.6
1789	11.8
1790	11.2
1791	10.9
1792	11.0
1793	11.3
1794	11.3
1795	11.6
1796	11.9
1797	12.3
1798	12.6
1799	12.8
1800	12.8
1801	12.7
1802	12.3
1803	11.8
1804	11.1
1805	10.5
1806	9.9
1807	9.5
1808	9.2
1809	9.2
1810	9.3
1811	9.3
1812	9.3
1813	9.5
1814	9.6
1815	9.7
1816	9.8
1817	9.9
1818	9.9
1819	9.6
1820	9.2
1821	8.6
1822	8.0
1823	7.6
1824	7.2
1825	7.1
1826	6.9
1827	6.9
1828	6.9
1829	6.9
1830	6.9
1831	6.9
1832	6.8
1833	6.9
1834	7.0
1835	7.1
1836	6.8
1837	6.3
1838	5.8
1839	5.4
1840	5.2
1841	5.1
1842	4.8
1843	4.6
1844	4.5
1845	4.5
1846	4.5
1847	4.5
1848	4.4
1849	4.4
1850	4.5
1851	4.6
1852	4.4
1853	4.2
1854	4.0
1855	3.9
1856	3.7
1857	3.6
1858	3.3
1859	3.2
1860	3.2
1861	3.2
1862	3.2
1863	3.2
1864	3.2
1865	3.1
1866	3.1
1867	3.1
1868	2.9
1869	2.8
1870	2.8
1871	2.7
1872	2.4
1873	2.3
1874	2.1
1875	2.0
1876	2.0
1877	2.0
1878	2.0
1879	2.0
1880	2.0
1881	2.0
1882	2.0
1883	2.0
1884	1.9
1885	1.8
1886	1.6
1887	1.6
1888	1.5
1889	1.5
1890	1.3
1891	1.3
1892	1.3
1893	1.2
1894	1.2
1895	1.2
1896	1.2
1897	1.2
1898	1.2
1899	1.2
1900	1.2
1901	1.2
1902	1.2
1903	1.2
1904	1.2
1905	1.2
1906	1.2
1907	1.2
1908	1.2
1909	1.2
1910	1.1
1911	1.1
1912	1.1
1913	1.1
1914	1.1
1915	1.0
1916	1.0
1917	1.0
1918	1.0
1919	0.9
1920	0.9
1921	0.9
1922	0.8
1923	0.8
1924	0.8
1925	0.8
1926	0.8
1927	0.8
1928	0.8
1929	0.8
1930	0.8
1931	0.8
1932	0.8
1933	0.8
1934	0.8
1935	0.8
1936	0.8
1937	0.8
1938	0.8
1939	0.8
1940	0.8
1941	0.8
1942	0.8
1943	0.8
1944	0.8
1945	0.8
1946	0.8
1947	0.8
1948	0.8
1949	0.8
1950	0.8
1951	0.8
1952	0.8
1953	0.8
1954	0.8
1955	0.8
1956	0.8
1957	0.8
1958	0.8
1959	0.8
1960	0.8
1961	0.8
1962	0.8
1963	0.8
1964	0.8
1965	0.8
1966	0.8
1967	0.8
1968	0.8
1969	0.8
1970	0.8
1971	0.8
1972	0.8
1973	0.8
1974	0.8
1975	0.8
1976	0.8
1977	0.8
1978	0.8
1979	0.8
1980	0.8
1981	0.8
1982	0.8
1983	0.8
1984	0.8
1985	0.8
1986	0.8
1987	0.8
1988	0.8
1989	0.8
1990	0.8
1991	0.8
1992	0.8
1993	0.8
1994	0.7
1995	0.7
1996	0.7
1997	0.7
1998	0.7
1999	0.7
2000	0.7
2001	0.7
2002	0.7
2003	0.7
2004	0.7
2005	0.7
2006	0.7
2007	0.7
2008	0.7
2009	0.7
2010	0.6
2011	0.6
2012	0.6
2013	0.6
2014	0.6
2015	0.6
2016	0.6
2017	0.6
2018	0.5
2019	0.5
2020	0.5
2021	0.5
2022	0.5
2023	0.5
2024	0.5
2025	0.5
2026	0.5
2027	0.5
2028	0.5
2029	0.5
2030	0.4
2031	0.4
2032	0.4
2033	0.4
2034	0.4
2035	0.4
2036	0.4
2037	0.4
2038	0.4
2039	0.4
2040	0.4
2041	0.4
2042	0.4
2043	0.4
2044	0.4
2045	0.4
2046	0.4
2047	0.4
