p	I1 / %
218	20.6
219	20.3
220	20.1
221	20.1
222	20.1
223	20.0
224	20.0
225	20.3
226	21.1
227	22.0
228	22.7
229	23.0
230	23.0
231	23.0
232	23.2
233	23.3
234	23.2
235	22.8
236	22.4
237	22.3
238	22.3
239	22.3
240	22.3
241	22.3
242	22.7
243	23.5
244	24.4
245	25.1
246	25.2
247	25.2
248	25.2
249	25.5
250	25.5
251	25.3
252	24.8
253	24.4
254	24.1
255	24.1
256	24.3
257	24.4
258	24.4
259	24.7
260	25.5
261	26.6
262	27.4
263	27.8
264	27.7
265	27.5
266	27.7
267	27.8
268	27.6
269	27.2
270	26.7
271	26.3
272	26.0
273	26.0
274	26.0
275	26.0
276	26.0
277	26.5
278	27.4
279	28.3
280	28.7
281	28.9
282	28.9
283	29.0
284	29.3
285	29.6
286	29.4
287	28.8
288	27.9
289	27.2
290	27.0
291	27.1
292	27.1
293	27.1
294	27.1
295	27.5
296	28.5
297	30.0
298	31.2
299	31.5
300	31.5
301	31.4
302	31.5
303	31.8
304	31.6
305	30.9
306	30.0
307	29.2
308	28.7
309	28.7
310	28.9
311	28.9
312	28.7
313	28.7
314	29.1
315	30.3
316	31.8
317	32.9
318	33.3
319	33.3
320	33.2
321	33.2
322	33.2
323	32.9
324	32.1
325	30.8
326	29.7
327	29.2
328	29.2
329	29.4
330	29.4
331	29.3
332	29.1
333	29.4
334	30.6
335	32.3
336	34.0
337	34.8
338	34.9
339	34.7
340	34.6
341	34.8
342	34.8
343	34.4
344	33.2
345	32.0
346	30.9
347	30.3
348	30.2
349	30.4
350	30.4
351	30.0
352	29.7
353	30.0
354	31.3
355	33.3
356	34.9
357	35.6
358	35.6
359	35.3
360	35.2
361	35.4
362	35.6
363	35.4
364	34.5
365	33.2
366	32.1
367	31.3
368	31.1
369	31.4
370	31.6
371	31.5
372	31.2
373	31.2
374	31.7
375	33.3
376	35.3
377	36.9
378	37.3
379	36.9
380	36.3
381	35.9
382	35.9
383	36.0
384	35.8
385	34.8
386	33.5
387	32.3
388	31.5
389	31.4
390	31.5
391	31.7
392	31.8
393	31.7
394	31.7
395	32.1
396	33.3
397	35.4
398	37.4
399	38.6
400	38.8
401	38.4
402	37.7
403	37.3
404	37.2
405	37.2
406	36.7
407	35.8
408	34.4
409	33.2
410	32.4
411	32.1
412	32.2
413	32.3
414	32.1
415	31.7
416	31.4
417	31.8
418	33.0
419	35.0
420	37.4
421	39.2
422	39.8
423	39.6
424	38.9
425	38.4
426	38.1
427	38.2
428	38.1
429	37.4
430	36.2
431	34.8
432	33.3
433	32.3
434	31.8
435	31.8
436	32.2
437	32.4
438	32.3
439	32.3
440	32.7
441	33.9
442	36.2
443	39.0
444	41.1
445	41.8
446	41.6
447	40.8
448	39.8
449	39.3
450	39.4
451	39.7
452	39.5
453	38.6
454	37.0
455	35.4
456	33.9
457	33.0
458	32.7
459	33.1
460	33.6
461	33.9
462	33.6
463	33.4
464	33.4
465	34.2
466	36.3
467	39.3
468	42.0
469	43.4
470	43.3
471	42.1
472	40.5
473	39.2
474	38.8
475	39.3
476	39.8
477	39.4
478	38.1
479	36.6
480	35.0
481	33.6
482	32.5
483	32.2
484	32.6
485	33.3
486	33.8
487	33.8
488	33.5
489	33.5
490	34.3
491	36.2
492	39.3
493	42.8
494	45.0
495	45.4
496	44.6
497	43.2
498	41.8
499	41.0
500	41.2
501	41.9
502	42.4
503	42.0
504	40.5
505	38.2
506	35.8
507	33.8
508	32.6
509	32.5
510	33.2
511	34.3
512	35.7
513	35.7
514	35.4
515	35.0
516	34.8
517	35.5
518	37.6
519	41.3
520	45.0
521	47.0
522	47.2
523	46.1
524	44.5
525	43.0
526	42.1
527	42.2
528	43.1
529	44.0
530	44.0
531	42.8
532	40.6
533	38.0
534	35.6
535	33.8
536	33.0
537	33.4
538	34.6
539	36.0
540	36.9
541	37.0
542	36.5
543	36.0
544	35.7
545	36.5
546	38.5
547	42.1
548	46.0
549	48.9
550	49.6
551	48.8
552	47.0
553	45.1
554	43.4
555	42.6
556	43.0
557	44.3
558	45.5
559	45.4
560	43.8
561	41.3
562	38.5
563	35.9
564	33.9
565	32.9
566	32.8
567	34.0
568	35.6
569	37.1
570	37.9
571	37.8
572	37.3
573	36.8
574	36.5
575	37.3
576	39.2
577	42.8
578	47.1
579	50.4
580	51.5
581	50.8
582	49.0
583	46.9
584	44.8
585	43.4
586	42.9
587	43.7
588	45.0
589	46.0
590	45.6
591	43.8
592	41.0
593	38.1
594	35.4
595	33.4
596	32.3
597	32.0
598	32.8
599	34.6
600	36.7
601	38.2
602	38.8
603	38.6
604	38.1
605	37.5
606	37.2
607	37.6
608	39.2
609	42.4
610	46.8
611	50.9
612	53.2
613	53.5
614	52.1
615	50.0
616	47.6
617	45.5
618	44.0
619	43.6
620	44.3
621	45.8
622	47.0
623	46.9
624	45.4
625	42.9
626	40.1
627	37.3
628	34.9
629	33.2
630	32.1
631	32.1
632	33.1
633	34.9
634	37.0
635	38.7
636	39.5
637	39.5
638	39.1
639	38.6
640	38.1
641	38.0
642	38.4
643	39.9
644	42.8
645	47.1
646	51.5
647	54.6
648	55.6
649	54.9
650	53.0
651	50.7
652	48.4
653	46.4
654	45.0
655	44.6
656	45.1
657	46.4
658	47.7
659	48.1
660	47.3
661	45.3
662	42.5
663	39.7
664	37.2
665	34.9
666	33.3
667	32.3
668	32.0
669	32.6
670	34.0
671	36.0
672	38.0
673	39.6
674	40.3
675	40.3
676	39.7
677	39.2
678	38.8
679	38.5
680	38.7
681	39.3
682	41.0
683	44.1
684	48.4
685	53.0
686	56.2
687	57.6
688	57.1
689	55.4
690	52.7
691	50.0
692	47.6
693	45.7
694	44.3
695	43.8
696	44.1
697	45.0
698	46.3
699	47.3
700	47.4
701	46.2
702	44.2
703	41.8
704	39.3
705	37.0
706	35.1
707	33.7
708	32.7
709	32.3
710	32.5
711	33.6
712	35.1
713	37.1
714	39.1
715	40.3
716	41.0
717	41.3
718	41.2
719	40.8
720	40.2
721	39.7
722	39.2
723	39.2
724	39.6
725	40.8
726	43.0
727	46.5
728	50.9
729	55.1
730	58.3
731	59.8
732	59.8
733	58.7
734	56.7
735	54.5
736	52.2
737	50.1
738	48.3
739	47.1
740	46.2
741	46.0
742	46.4
743	47.2
744	48.2
745	49.1
746	49.3
747	48.5
748	46.9
749	44.7
750	42.3
751	40.0
752	38.0
753	36.1
754	34.5
755	33.2
756	32.3
757	31.9
758	31.9
759	32.6
760	34.0
761	35.6
762	37.2
763	38.8
764	40.2
765	41.2
766	41.8
767	42.2
768	42.3
769	42.1
770	41.8
771	41.5
772	41.2
773	41.0
774	40.6
775	40.7
776	41.4
777	43.0
778	45.8
779	49.4
780	53.5
781	57.2
782	60.0
783	61.8
784	62.3
785	61.8
786	60.3
787	58.3
788	55.6
789	52.2
790	48.5
791	45.6
792	43.6
793	42.2
794	41.1
795	40.4
796	39.5
797	39.3
798	40.4
799	43.1
800	46.0
801	47.9
802	48.6
803	48.5
804	47.5
805	45.9
806	44.1
807	42.2
808	40.4
809	38.7
810	37.1
811	35.9
812	34.7
813	33.9
814	33.2
815	32.8
816	32.7
817	32.9
818	33.3
819	34.1
820	35.4
821	36.8
822	38.1
823	39.5
824	40.6
825	41.7
826	42.5
827	43.0
828	43.3
829	43.4
830	43.4
831	43.4
832	43.4
833	43.3
834	43.0
835	42.6
836	42.3
837	42.0
838	41.7
839	41.7
840	41.9
841	42.6
842	44.0
843	46.0
844	48.4
845	51.0
846	53.7
847	56.8
848	59.6
849	62.1
850	63.4
851	63.3
852	61.9
853	60.1
854	58.0
855	56.2
856	54.6
857	53.0
858	51.6
859	50.4
860	49.5
861	48.9
862	48.4
863	48.1
864	48.0
865	47.9
866	47.5
867	46.6
868	45.8
869	45.4
870	45.4
871	45.8
872	46.5
873	47.2
874	47.9
875	48.7
876	49.5
877	50.2
878	50.4
879	50.2
880	49.7
881	48.9
882	47.8
883	46.4
884	44.9
885	43.5
886	42.0
887	40.8
888	39.6
889	38.3
890	37.1
891	36.1
892	35.3
893	34.7
894	34.1
895	33.6
896	33.0
897	32.6
898	32.3
899	32.3
900	32.2
901	32.3
902	32.4
903	32.8
904	33.2
905	33.6
906	34.3
907	35.1
908	36.0
909	37.0
910	38.0
911	38.9
912	39.7
913	40.5
914	41.2
915	41.8
916	42.4
917	43.0
918	43.4
919	43.8
920	44.0
921	44.4
922	44.6
923	44.8
924	44.8
925	44.8
926	44.8
927	44.8
928	44.8
929	44.8
930	44.7
931	44.7
932	44.5
933	44.4
934	44.1
935	43.8
936	43.5
937	43.1
938	42.8
939	42.5
940	42.2
941	41.9
942	41.6
943	41.3
944	41.0
945	41.0
946	41.0
947	41.1
948	41.3
949	41.5
950	41.9
951	42.4
952	43.1
953	43.9
954	44.9
955	46.0
956	47.2
957	48.4
958	49.7
959	51.2
960	52.7
961	54.2
962	55.7
963	57.2
964	58.7
965	60.0
966	61.2
967	62.4
968	63.4
969	64.4
970	65.0
971	65.5
972	66.0
973	66.5
974	67.0
975	67.5
976	67.8
977	68.0
978	68.1
979	68.1
980	68.1
981	68.0
982	68.0
983	67.9
984	67.8
985	67.6
986	67.2
987	67.0
988	66.7
989	66.5
990	66.3
991	66.1
992	65.7
993	65.4
994	65.1
995	65.0
996	64.7
997	64.5
998	64.3
999	64.2
1000	64.0
1001	63.8
1002	63.7
1003	63.4
1004	63.2
1005	62.9
1006	62.7
1007	62.5
1008	62.3
1009	62.3
1010	62.1
1011	62.0
1012	61.8
1013	61.8
1014	61.6
1015	61.6
1016	61.6
1017	61.7
1018	61.6
1019	61.6
1020	61.6
1021	61.6
1022	61.7
1023	61.7
1024	61.9
1025	61.8
1026	61.8
1027	61.7
1028	61.5
1029	61.4
1030	61.4
1031	61.3
1032	61.3
1033	61.4
1034	61.4
1035	61.4
1036	61.6
1037	62.0
1038	62.3
1039	62.6
1040	62.9
1041	62.9
1042	63.0
1043	62.9
1044	62.8
1045	63.2
1046	63.5
1047	63.8
1048	64.2
1049	64.7
1050	65.2
1051	65.7
1052	66.1
1053	66.3
1054	66.3
1055	66.2
1056	66.1
1057	66.3
1058	66.4
1059	66.8
1060	67.0
1061	67.4
1062	67.6
1063	67.7
1064	67.9
1065	68.0
1066	68.0
1067	68.1
1068	67.8
1069	67.4
1070	66.9
1071	66.8
1072	66.1
1073	64.9
1074	63.7
1075	62.8
1076	62.4
1077	62.5
1078	62.4
1079	62.1
1080	61.3
1081	60.3
1082	59.3
1083	58.3
1084	57.1
1085	55.8
1086	54.4
1087	52.9
1088	51.4
1089	49.9
1090	48.5
1091	47.1
1092	45.8
1093	44.6
1094	43.4
1095	42.6
1096	41.8
1097	41.1
1098	40.6
1099	40.2
1100	39.9
1101	39.9
1102	39.9
1103	40.0
1104	40.1
1105	40.5
1106	40.8
1107	41.1
1108	41.5
1109	41.9
1110	42.2
1111	42.6
1112	43.0
1113	43.3
1114	43.4
1115	43.5
1116	43.5
1117	43.6
1118	43.7
1119	43.8
1120	43.8
1121	43.8
1122	43.6
1123	43.5
1124	43.4
1125	43.2
1126	42.8
1127	42.5
1128	42.1
1129	41.6
1130	41.2
1131	40.6
1132	39.9
1133	39.1
1134	38.3
1135	37.4
1136	36.6
1137	35.7
1138	34.7
1139	33.6
1140	32.7
1141	31.8
1142	31.0
1143	30.5
1144	30.1
1145	29.8
1146	29.6
1147	29.6
1148	29.6
1149	30.0
1150	30.4
1151	31.0
1152	31.5
1153	32.1
1154	32.8
1155	33.6
1156	34.4
1157	35.4
1158	36.4
1159	37.6
1160	38.8
1161	40.0
1162	41.2
1163	42.4
1164	43.6
1165	44.6
1166	45.4
1167	46.0
1168	46.4
1169	46.3
1170	46.0
1171	45.3
1172	44.4
1173	43.1
1174	41.8
1175	40.6
1176	39.6
1177	39.0
1178	38.8
1179	39.1
1180	39.8
1181	41.0
1182	42.6
1183	44.4
1184	46.2
1185	48.1
1186	50.0
1187	51.8
1188	53.5
1189	55.2
1190	56.8
1191	58.5
1192	59.9
1193	61.1
1194	62.0
1195	62.5
1196	62.4
1197	61.6
1198	60.1
1199	57.7
1200	55.2
1201	52.1
1202	48.7
1203	45.5
1204	42.6
1205	40.3
1206	38.8
1207	38.1
1208	38.0
1209	38.3
1210	38.8
1211	39.5
1212	40.1
1213	40.8
1214	41.2
1215	41.5
1216	41.4
1217	41.1
1218	40.6
1219	40.2
1220	39.6
1221	38.9
1222	37.8
1223	36.6
1224	35.1
1225	33.6
1226	32.0
1227	30.7
1228	29.5
1229	28.9
1230	28.6
1231	28.7
1232	29.0
1233	29.5
1234	30.2
1235	31.2
1236	32.4
1237	33.9
1238	35.4
1239	37.0
1240	38.6
1241	40.2
1242	41.5
1243	42.6
1244	43.3
1245	43.2
1246	42.5
1247	41.2
1248	39.5
1249	38.0
1250	37.1
1251	37.0
1252	37.9
1253	39.6
1254	42.0
1255	44.9
1256	47.7
1257	50.3
1258	52.7
1259	55.0
1260	56.9
1261	58.5
1262	59.3
1263	59.6
1264	58.8
1265	56.8
1266	53.6
1267	49.6
1268	45.2
1269	41.5
1270	38.7
1271	37.2
1272	36.7
1273	36.9
1274	37.6
1275	38.4
1276	39.0
1277	39.4
1278	39.5
1279	39.5
1280	38.9
1281	38.0
1282	36.6
1283	35.0
1284	33.4
1285	31.7
1286	29.9
1287	28.3
1288	27.3
1289	27.0
1290	27.4
1291	28.2
1292	29.4
1293	30.7
1294	32.3
1295	34.1
1296	36.1
1297	38.2
1298	39.9
1299	41.1
1300	41.5
1301	41.1
1302	39.6
1303	37.8
1304	36.3
1305	35.5
1306	35.8
1307	37.4
1308	40.1
1309	43.4
1310	46.5
1311	49.4
1312	51.9
1313	54.2
1314	55.9
1315	57.0
1316	56.7
1317	54.5
1318	50.5
1319	45.6
1320	41.0
1321	37.7
1322	36.0
1323	35.5
1324	35.8
1325	36.6
1326	37.3
1327	37.8
1328	38.0
1329	37.9
1330	37.1
1331	35.9
1332	34.1
1333	31.8
1334	29.4
1335	27.6
1336	26.4
1337	26.1
1338	26.5
1339	27.7
1340	29.4
1341	31.6
1342	34.0
1343	36.3
1344	38.3
1345	39.6
1346	39.6
1347	38.6
1348	36.9
1349	35.1
1350	33.8
1351	33.4
1352	34.6
1353	37.4
1354	41.4
1355	45.5
1356	48.9
1357	51.8
1358	53.8
1359	54.6
1360	53.9
1361	51.2
1362	46.8
1363	41.7
1364	37.5
1365	34.8
1366	33.7
1367	34.1
1368	35.1
1369	36.2
1370	36.9
1371	37.2
1372	36.7
1373	35.6
1374	33.6
1375	31.0
1376	28.3
1377	26.3
1378	25.4
1379	25.6
1380	26.7
1381	28.5
1382	30.8
1383	33.4
1384	35.8
1385	37.9
1386	39.0
1387	38.9
1388	37.4
1389	35.3
1390	33.5
1391	33.1
1392	34.6
1393	37.8
1394	42.0
1395	46.2
1396	49.8
1397	52.5
1398	53.9
1399	53.2
1400	49.7
1401	44.1
1402	38.6
1403	34.9
1404	33.0
1405	32.7
1406	33.4
1407	34.4
1408	35.3
1409	35.7
1410	35.3
1411	33.7
1412	31.0
1413	27.9
1414	25.6
1415	24.4
1416	24.7
1417	26.1
1418	28.2
1419	30.9
1420	33.7
1421	36.1
1422	37.6
1423	37.7
1424	36.4
1425	34.3
1426	32.4
1427	32.1
1428	33.7
1429	37.4
1430	42.0
1431	46.5
1432	50.1
1433	52.4
1434	52.4
1435	49.0
1436	43.2
1437	37.6
1438	33.8
1439	32.0
1440	31.9
1441	32.5
1442	33.3
1443	33.7
1444	33.3
1445	32.0
1446	29.6
1447	26.6
1448	24.3
1449	23.4
1450	23.7
1451	25.5
1452	28.0
1453	30.8
1454	33.4
1455	35.4
1456	35.9
1457	34.9
1458	32.9
1459	31.4
1460	31.1
1461	32.9
1462	36.5
1463	41.4
1464	45.8
1465	49.1
1466	50.3
1467	48.0
1468	42.7
1469	36.9
1470	32.8
1471	30.8
1472	30.7
1473	31.6
1474	33.1
1475	34.2
1476	33.8
1477	31.8
1478	28.5
1479	25.3
1480	23.6
1481	23.6
1482	25.0
1483	27.5
1484	30.5
1485	33.3
1486	35.1
1487	35.3
1488	33.8
1489	31.8
1490	30.6
1491	31.1
1492	33.5
1493	37.7
1494	42.5
1495	46.6
1496	48.4
1497	46.6
1498	41.3
1499	35.7
1500	31.7
1501	29.9
1502	29.7
1503	30.7
1504	32.1
1505	32.9
1506	31.8
1507	29.0
1508	25.8
1509	23.4
1510	22.8
1511	23.9
1512	26.3
1513	29.2
1514	32.0
1515	33.6
1516	33.4
1517	32.0
1518	30.3
1519	29.8
1520	31.0
1521	34.3
1522	38.7
1523	43.5
1524	46.4
1525	45.4
1526	40.6
1527	34.9
1528	30.6
1529	28.5
1530	28.1
1531	28.8
1532	30.0
1533	30.4
1534	29.1
1535	26.5
1536	22.6
1537	21.7
1538	22.1
1539	24.1
1540	27.2
1541	30.3
1542	32.4
1543	32.8
1544	31.6
1545	30.0
1546	29.2
1547	30.2
1548	33.0
1549	37.2
1550	41.5
1551	43.9
1552	42.2
1553	37.2
1554	32.0
1555	28.7
1556	27.5
1557	27.8
1558	28.8
1559	29.6
1560	28.9
1561	26.5
1562	23.8
1563	22.0
1564	21.8
1565	23.4
1566	26.2
1567	29.2
1568	31.1
1569	31.4
1570	30.2
1571	28.8
1572	28.5
1573	30.0
1574	33.2
1575	37.2
1576	40.4
1577	40.9
1578	37.4
1579	32.5
1580	28.6
1581	26.8
1582	26.6
1583	27.5
1584	28.3
1585	27.8
1586	25.8
1587	23.4
1588	21.8
1589	21.8
1590	23.4
1591	26.2
1592	28.8
1593	30.1
1594	29.7
1595	28.5
1596	27.6
1597	28.1
1598	30.2
1599	33.4
1600	36.4
1601	37.9
1602	36.1
1603	31.7
1604	27.8
1605	25.6
1606	25.1
1607	25.5
1608	25.9
1609	25.5
1610	23.9
1611	22.0
1612	20.8
1613	21.0
1614	22.5
1615	24.9
1616	27.2
1617	28.4
1618	28.3
1619	27.5
1620	27.3
1621	28.6
1622	31.0
1623	33.4
1624	34.7
1625	34.0
1626	30.8
1627	27.2
1628	25.0
1629	24.3
1630	24.6
1631	24.9
1632	24.5
1633	23.4
1634	21.8
1635	21.0
1636	21.2
1637	22.1
1638	23.4
1639	24.4
1640	24.8
1641	24.4
1642	24.2
1643	25.3
1644	27.2
1645	29.2
1646	30.5
1647	31.0
1648	29.7
1649	26.8
1650	24.5
1651	23.5
1652	23.3
1653	23.3
1654	23.0
1655	22.3
1656	21.2
1657	20.6
1658	20.9
1659	22.1
1660	23.8
1661	25.3
1662	26.1
1663	26.3
1664	26.4
1665	27.2
1666	28.3
1667	29.1
1668	29.4
1669	28.9
1670	26.9
1671	24.5
1672	22.6
1673	21.7
1674	21.3
1675	21.0
1676	20.6
1677	20.2
1678	19.9
1679	20.0
1680	20.8
1681	22.0
1682	23.2
1683	24.4
1684	25.2
1685	25.6
1686	26.1
1687	26.5
1688	26.6
1689	26.5
1690	25.9
1691	24.4
1692	22.4
1693	20.9
1694	20.0
1695	19.5
1696	19.3
1697	19.3
1698	19.2
1699	19.1
1700	19.2
1701	20.0
1702	21.2
1703	22.4
1704	23.6
1705	24.4
1706	24.7
1707	24.6
1708	24.3
1709	23.9
1710	23.5
1711	22.7
1712	21.1
1713	19.5
1714	18.3
1715	17.6
1716	17.4
1717	17.6
1718	17.7
1719	17.8
1720	18.1
1721	18.9
1722	20.0
1723	21.3
1724	22.3
1725	22.8
1726	22.7
1727	22.3
1728	21.7
1729	21.3
1730	20.8
1731	19.9
1732	18.3
1733	16.9
1734	15.8
1735	15.4
1736	15.4
1737	15.6
1738	15.8
1739	16.2
1740	16.6
1741	17.5
1742	18.6
1743	19.5
1744	20.1
1745	20.1
1746	19.7
1747	19.3
1748	18.7
1749	18.3
1750	17.5
1751	16.3
1752	15.0
1753	14.2
1754	13.8
1755	13.8
1756	13.8
1757	13.8
1758	13.8
1759	14.1
1760	14.9
1761	15.8
1762	16.7
1763	17.2
1764	17.2
1765	16.8
1766	16.2
1767	15.6
1768	14.9
1769	14.1
1770	13.0
1771	12.2
1772	11.7
1773	11.7
1774	11.8
1775	12.0
1776	12.1
1777	12.4
1778	12.8
1779	13.4
1780	14.0
1781	14.3
1782	14.3
1783	14.1
1784	13.6
1785	13.2
1786	12.7
1787	11.9
1788	11.1
1789	10.3
1790	9.7
1791	9.4
1792	9.4
1793	9.5
1794	9.6
1795	9.9
1796	10.3
1797	10.6
1798	11.0
1799	11.3
1800	11.3
1801	11.0
1802	10.7
1803	10.4
1804	9.8
1805	9.1
1806	8.5
1807	8.1
1808	7.7
1809	7.7
1810	7.7
1811	7.7
1812	7.8
1813	8.1
1814	8.3
1815	8.5
1816	8.6
1817	8.6
1818	8.6
1819	8.4
1820	8.0
1821	7.6
1822	7.0
1823	6.6
1824	6.2
1825	6.0
1826	5.8
1827	5.7
1828	5.7
1829	5.7
1830	5.8
1831	5.8
1832	5.8
1833	5.9
1834	6.0
1835	6.1
1836	5.9
1837	5.5
1838	4.8
1839	4.5
1840	4.4
1841	4.4
1842	4.0
1843	4.0
1844	4.0
1845	4.0
1846	4.0
1847	4.0
1848	4.0
1849	4.0
1850	4.0
1851	4.0
1852	4.0
1853	3.7
1854	3.3
1855	3.3
1856	3.2
1857	3.2
1858	2.8
1859	2.8
1860	2.8
1861	2.8
1862	2.8
1863	2.8
1864	2.8
1865	2.8
1866	2.8
1867	2.8
1868	2.6
1869	2.4
1870	2.2
1871	2.0
1872	2.0
1873	2.0
1874	2.0
1875	1.9
1876	1.8
1877	1.7
1878	1.7
1879	1.6
1880	1.6
1881	1.6
1882	1.6
1883	1.6
1884	1.6
1885	1.6
1886	1.5
1887	1.4
1888	1.2
1889	1.2
1890	1.2
1891	1.2
1892	1.2
1893	1.2
1894	1.2
1895	1.2
1896	1.2
1897	1.2
1898	1.2
1899	1.2
1900	1.1
1901	1.1
1902	1.0
1903	1.0
1904	0.9
1905	0.9
1906	0.9
1907	0.9
1908	0.9
1909	0.9
1910	0.8
1911	0.8
1912	0.8
1913	0.8
1914	0.8
1915	0.8
1916	0.8
1917	0.8
1918	0.8
1919	0.8
1920	0.8
1921	0.8
1922	0.8
1923	0.8
1924	0.8
1925	0.8
1926	0.8
1927	0.8
1928	0.8
1929	0.8
1930	0.8
1931	0.8
1932	0.8
1933	0.8
1934	0.8
1935	0.8
1936	0.8
1937	0.8
1938	0.8
1939	0.8
1940	0.8
1941	0.8
1942	0.8
1943	0.8
1944	0.8
1945	0.8
1946	0.8
1947	0.8
1948	0.8
1949	0.8
1950	0.8
1951	0.8
1952	0.8
1953	0.8
1954	0.8
1955	0.8
1956	0.8
1957	0.8
1958	0.8
1959	0.8
1960	0.8
1961	0.8
1962	0.8
1963	0.8
1964	0.8
1965	0.8
1966	0.8
1967	0.8
1968	0.8
1969	0.8
1970	0.7
1971	0.7
1972	0.7
1973	0.7
1974	0.7
1975	0.7
1976	0.7
1977	0.7
1978	0.7
1979	0.6
1980	0.6
1981	0.6
1982	0.6
1983	0.6
1984	0.5
1985	0.5
1986	0.5
1987	0.5
1988	0.4
1989	0.4
1990	0.4
1991	0.4
1992	0.4
1993	0.4
1994	0.4
1995	0.4
1996	0.4
1997	0.4
1998	0.4
1999	0.4
2000	0.4
2001	0.4
2002	0.4
2003	0.4
2004	0.4
2005	0.4
2006	0.4
2007	0.4
2008	0.4
2009	0.4
2010	0.4
2011	0.4
2012	0.4
2013	0.4
2014	0.4
2015	0.4
2016	0.4
2017	0.4
2018	0.4
2019	0.4
2020	0.4
2021	0.4
2022	0.4
2023	0.4
2024	0.4
2025	0.4
2026	0.4
2027	0.4
2028	0.4
2029	0.4
2030	0.4
2031	0.4
2032	0.4
2033	0.4
2034	0.4
2035	0.4
2036	0.4
2037	0.4
2038	0.4
2039	0.4
2040	0.4
2041	0.4
2042	0.4
2043	0.4
2044	0.4
2045	0.4
2046	0.4
2047	0.4
