p	I1 / %
969	56.7
970	57.1
971	57.6
972	57.9
973	58.3
974	58.7
975	59.0
976	59.2
977	59.3
978	59.3
979	59.2
980	59.0
981	58.9
982	58.8
983	58.6
984	58.4
985	58.1
986	57.8
987	57.5
988	57.1
989	57.0
990	56.7
991	56.4
992	56.0
993	55.7
994	55.4
995	55.3
996	55.0
997	54.9
998	54.6
999	54.5
1000	54.3
1001	54.2
1002	54.0
1003	53.8
1004	53.4
1005	53.2
1006	53.0
1007	52.8
1008	52.7
1009	52.6
1010	52.5
1011	52.3
1012	52.2
1013	52.1
1014	52.1
1015	52.1
1016	52.0
1017	52.0
1018	52.0
1019	52.0
1020	52.0
1021	52.0
1022	52.0
1023	52.1
1024	52.0
1025	52.0
1026	52.0
1027	51.9
1028	51.6
1029	51.6
1030	51.6
1031	51.6
1032	51.6
1033	51.7
1034	51.7
1035	51.7
1036	51.8
1037	52.2
1038	52.6
1039	52.7
1040	53.1
1041	53.1
1042	53.1
1043	53.1
1044	53.1
1045	53.4
1046	53.7
1047	54.0
1048	54.4
1049	54.8
1050	55.3
1051	55.7
1052	56.0
1053	56.3
1054	56.2
1055	56.2
1056	56.3
1057	56.5
1058	56.7
1059	57.0
1060	57.4
1061	57.8
1062	58.0
1063	58.3
1064	58.4
1065	58.7
1066	58.8
1067	58.8
1068	58.6
1069	58.3
1070	57.9
1071	58.0
1072	57.4
1073	56.5
1074	55.4
1075	54.7
1076	54.6
1077	54.7
1078	54.7
1079	54.5
1080	53.8
1081	52.9
1082	52.1
1083	51.2
1084	50.3
1085	49.1
1086	47.9
1087	46.6
1088	45.2
1089	43.9
1090	42.6
1091	41.3
1092	40.1
1093	39.0
1094	38.0
1095	37.1
1096	36.4
1097	35.9
1098	35.4
1099	35.1
1100	34.7
1101	34.6
1102	34.6
1103	34.7
1104	34.7
1105	35.0
1106	35.1
1107	35.4
1108	35.7
1109	35.9
1110	36.2
1111	36.6
1112	36.8
1113	37.0
1114	37.0
1115	37.0
1116	37.0
1117	37.0
1118	37.1
1119	37.1
1120	37.1
1121	37.0
1122	36.9
1123	36.8
1124	36.6
1125	36.4
1126	36.0
1127	35.6
1128	35.1
1129	34.6
1130	34.0
1131	33.3
1132	32.5
1133	31.6
1134	30.6
1135	29.7
1136	28.6
1137	27.6
1138	26.5
1139	25.6
1140	24.7
1141	24.0
1142	23.5
1143	23.1
1144	22.9
1145	22.8
1146	22.8
1147	22.8
1148	23.1
1149	23.5
1150	23.9
1151	24.5
1152	24.9
1153	25.4
1154	26.0
1155	26.7
1156	27.4
1157	28.2
1158	29.0
1159	29.8
1160	30.7
1161	31.7
1162	32.7
1163	33.8
1164	34.9
1165	36.0
1166	37.0
1167	37.9
1168	38.6
1169	39.2
1170	39.6
1171	39.6
1172	39.3
1173	38.6
1174	37.8
1175	36.8
1176	35.9
1177	35.1
1178	34.6
1179	34.4
1180	34.6
1181	35.3
1182	36.3
1183	37.6
1184	39.1
1185	40.6
1186	42.0
1187	43.6
1188	45.1
1189	46.7
1190	48.1
1191	49.6
1192	50.9
1193	52.1
1194	53.1
1195	53.8
1196	54.0
1197	53.5
1198	52.4
1199	50.6
1200	48.5
1201	45.8
1202	42.9
1203	40.0
1204	37.4
1205	35.3
1206	33.9
1207	33.2
1208	33.0
1209	33.2
1210	33.5
1211	34.0
1212	34.4
1213	34.9
1214	35.2
1215	35.3
1216	35.2
1217	34.8
1218	34.3
1219	33.8
1220	33.1
1221	32.2
1222	31.1
1223	29.6
1224	27.9
1225	26.2
1226	24.7
1227	23.4
1228	22.5
1229	22.0
1230	21.9
1231	22.3
1232	22.6
1233	23.1
1234	23.8
1235	24.7
1236	25.7
1237	27.0
1238	28.2
1239	29.4
1240	30.8
1241	32.2
1242	33.7
1243	35.1
1244	36.3
1245	37.0
1246	37.1
1247	36.6
1248	35.6
1249	34.4
1250	33.3
1251	32.8
1252	33.0
1253	34.1
1254	35.7
1255	37.9
1256	40.2
1257	42.5
1258	44.6
1259	46.6
1260	48.4
1261	50.0
1262	51.0
1263	51.5
1264	51.1
1265	49.7
1266	47.0
1267	43.5
1268	39.7
1269	36.3
1270	33.8
1271	32.5
1272	31.9
1273	32.0
1274	32.5
1275	33.1
1276	33.5
1277	33.8
1278	33.8
1279	33.5
1280	32.8
1281	31.7
1282	30.1
1283	28.5
1284	26.7
1285	24.7
1286	22.9
1287	21.7
1288	20.9
1289	20.8
1290	21.3
1291	22.1
1292	23.2
1293	24.4
1294	25.6
1295	27.2
1296	28.8
1297	30.7
1298	32.5
1299	34.1
1300	35.2
1301	35.6
1302	35.2
1303	34.0
1304	32.6
1305	31.5
1306	31.3
1307	32.2
1308	34.2
1309	36.8
1310	39.4
1311	41.8
1312	44.1
1313	46.4
1314	48.1
1315	49.3
1316	49.3
1317	47.7
1318	44.3
1319	40.0
1320	36.0
1321	33.0
1322	31.3
1323	30.8
1324	31.0
1325	31.5
1326	32.0
1327	32.4
1328	32.4
1329	32.1
1330	31.2
1331	29.7
1332	27.7
1333	25.3
1334	22.9
1335	21.3
1336	20.3
1337	20.2
1338	20.7
1339	21.8
1340	23.3
1341	25.2
1342	27.2
1343	29.1
1344	31.0
1345	32.6
1346	33.5
1347	33.5
1348	32.8
1349	31.6
1350	30.4
1351	29.7
1352	30.1
1353	32.0
1354	35.1
1355	38.6
1356	41.6
1357	44.3
1358	46.3
1359	47.3
1360	46.9
1361	44.8
1362	41.0
1363	36.6
1364	32.9
1365	30.5
1366	29.5
1367	29.6
1368	30.4
1369	31.2
1370	31.7
1371	31.7
1372	31.1
1373	29.6
1374	27.3
1375	24.5
1376	22.0
1377	20.3
1378	19.5
1379	19.8
1380	20.9
1381	22.4
1382	24.4
1383	26.7
1384	29.0
1385	31.0
1386	32.7
1387	33.6
1388	33.1
1389	31.7
1390	30.1
1391	29.3
1392	30.0
1393	32.3
1394	35.6
1395	39.2
1396	42.5
1397	45.2
1398	46.7
1399	46.5
1400	43.5
1401	38.7
1402	33.9
1403	30.6
1404	28.9
1405	28.6
1406	29.0
1407	29.8
1408	30.4
1409	30.5
1410	29.7
1411	27.7
1412	24.7
1413	21.9
1414	19.9
1415	19.0
1416	19.0
1417	20.2
1418	22.1
1419	24.5
1420	27.0
1421	29.4
1422	31.3
1423	32.4
1424	32.1
1425	30.6
1426	28.9
1427	28.2
1428	29.1
1429	31.9
1430	35.6
1431	39.6
1432	43.0
1433	45.3
1434	45.5
1435	42.7
1436	37.7
1437	32.9
1438	29.5
1439	28.0
1440	27.8
1441	28.3
1442	28.9
1443	29.0
1444	28.1
1445	26.4
1446	23.7
1447	20.9
1448	18.8
1449	18.0
1450	18.3
1451	19.8
1452	22.0
1453	24.6
1454	27.1
1455	29.4
1456	30.8
1457	30.7
1458	29.4
1459	27.9
1460	27.2
1461	28.3
1462	31.2
1463	35.2
1464	39.2
1465	42.4
1466	43.7
1467	41.9
1468	37.3
1469	32.2
1470	28.6
1471	26.9
1472	26.8
1473	27.6
1474	28.6
1475	29.1
1476	28.3
1477	25.8
1478	22.6
1479	19.8
1480	18.3
1481	18.3
1482	19.4
1483	21.6
1484	24.4
1485	27.2
1486	29.4
1487	30.4
1488	29.9
1489	28.3
1490	27.0
1491	27.0
1492	28.7
1493	32.0
1494	36.3
1495	40.1
1496	42.0
1497	40.5
1498	36.0
1499	31.1
1500	27.6
1501	26.1
1502	26.0
1503	26.8
1504	27.8
1505	28.0
1506	26.2
1507	23.2
1508	20.1
1509	18.2
1510	17.6
1511	18.4
1512	20.4
1513	23.2
1514	26.0
1515	28.2
1516	29.0
1517	28.2
1518	26.8
1519	26.0
1520	26.8
1521	29.3
1522	33.2
1523	37.4
1524	40.0
1525	39.3
1526	35.2
1527	30.2
1528	26.6
1529	24.8
1530	24.4
1531	25.0
1532	25.7
1533	25.6
1534	23.8
1535	21.1
1536	17.5
1537	16.8
1538	17.1
1539	18.7
1540	21.4
1541	24.4
1542	26.9
1543	28.1
1544	27.6
1545	26.3
1546	25.4
1547	25.9
1548	28.2
1549	31.8
1550	35.5
1551	37.6
1552	36.3
1553	32.0
1554	27.5
1555	24.8
1556	23.8
1557	24.0
1558	24.8
1559	25.0
1560	23.7
1561	21.3
1562	18.8
1563	17.2
1564	17.0
1565	18.2
1566	20.6
1567	23.5
1568	25.9
1569	26.9
1570	26.3
1571	25.1
1572	24.7
1573	25.7
1574	28.3
1575	31.9
1576	34.8
1577	35.2
1578	32.3
1579	27.8
1580	24.6
1581	23.1
1582	23.0
1583	23.5
1584	23.8
1585	22.9
1586	20.8
1587	18.6
1588	17.1
1589	17.1
1590	18.3
1591	20.7
1592	23.5
1593	25.3
1594	25.7
1595	24.9
1596	23.9
1597	24.2
1598	25.9
1599	28.7
1600	31.3
1601	32.6
1602	31.1
1603	27.2
1604	23.8
1605	22.1
1606	21.6
1607	21.8
1608	21.8
1609	21.0
1610	19.4
1611	17.6
1612	16.5
1613	16.6
1614	17.8
1615	20.2
1616	22.5
1617	24.1
1618	24.4
1619	23.8
1620	23.5
1621	24.6
1622	26.6
1623	28.6
1624	29.8
1625	29.3
1626	26.4
1627	23.2
1628	21.4
1629	20.9
1630	20.9
1631	20.9
1632	20.3
1633	19.0
1634	17.5
1635	16.7
1636	16.7
1637	17.6
1638	18.8
1639	20.2
1640	21.0
1641	21.1
1642	20.9
1643	21.7
1644	23.3
1645	25.0
1646	26.2
1647	26.6
1648	25.4
1649	23.0
1650	21.0
1651	20.1
1652	19.7
1653	19.5
1654	19.1
1655	18.1
1656	17.0
1657	16.5
1658	16.7
1659	17.9
1660	19.6
1661	21.2
1662	22.2
1663	22.6
1664	22.9
1665	23.4
1666	24.2
1667	25.0
1668	25.2
1669	24.8
1670	23.0
1671	20.8
1672	19.2
1673	18.3
1674	17.8
1675	17.4
1676	17.0
1677	16.5
1678	16.1
1679	16.1
1680	16.9
1681	18.1
1682	19.4
1683	20.6
1684	21.5
1685	22.1
1686	22.5
1687	22.8
1688	22.9
1689	22.8
1690	22.2
1691	20.9
1692	19.1
1693	17.6
1694	16.8
1695	16.2
1696	15.9
1697	15.7
1698	15.5
1699	15.4
1700	15.7
1701	16.4
1702	17.6
1703	18.9
1704	20.1
1705	20.9
1706	21.2
1707	21.1
1708	20.8
1709	20.5
1710	20.1
1711	19.3
1712	17.8
1713	16.3
1714	15.2
1715	14.6
1716	14.2
1717	14.3
1718	14.3
1719	14.3
1720	14.7
1721	15.5
1722	16.6
1723	17.8
1724	19.0
1725	19.4
1726	19.4
1727	19.1
1728	18.6
1729	18.2
1730	17.7
1731	16.8
1732	15.3
1733	14.0
1734	13.1
1735	12.6
1736	12.5
1737	12.5
1738	12.7
1739	13.1
1740	13.7
1741	14.5
1742	15.5
1743	16.5
1744	17.1
1745	17.2
1746	16.9
1747	16.5
1748	16.0
1749	15.6
1750	14.7
1751	13.5
1752	12.3
1753	11.5
1754	11.1
1755	11.0
1756	11.0
1757	11.0
1758	11.1
1759	11.5
1760	12.2
1761	13.1
1762	14.0
1763	14.6
1764	14.7
1765	14.3
1766	13.7
1767	13.2
1768	12.6
1769	11.7
1770	10.8
1771	10.0
1772	9.6
1773	9.5
1774	9.5
1775	9.6
1776	9.8
1777	10.1
1778	10.4
1779	11.0
1780	11.6
1781	12.0
1782	12.1
1783	12.0
1784	11.4
1785	11.0
1786	10.6
1787	9.9
1788	9.1
1789	8.4
1790	7.9
1791	7.6
1792	7.5
1793	7.5
1794	7.7
1795	8.0
1796	8.4
1797	8.8
1798	9.2
1799	9.5
1800	9.5
1801	9.4
1802	9.1
1803	8.7
1804	8.1
1805	7.6
1806	7.1
1807	6.7
1808	6.3
1809	6.3
1810	6.2
1811	6.2
1812	6.4
1813	6.7
1814	6.9
1815	7.0
1816	7.1
1817	7.2
1818	7.2
1819	7.1
1820	6.7
1821	6.3
1822	5.8
1823	5.4
1824	5.0
1825	4.6
1826	4.4
1827	4.4
1828	4.4
1829	4.6
1830	4.7
1831	4.8
1832	4.8
1833	4.9
1834	5.0
1835	5.1
1836	4.8
1837	4.5
1838	4.1
1839	4.0
1840	3.9
1841	3.7
1842	3.3
1843	3.2
1844	3.2
1845	3.2
1846	3.2
1847	3.2
1848	3.2
1849	3.2
1850	3.3
1851	3.3
1852	3.3
1853	3.2
1854	2.8
1855	2.8
1856	2.8
1857	2.7
1858	2.3
1859	2.1
1860	2.0
1861	2.0
1862	2.0
1863	2.0
1864	2.0
1865	2.0
1866	2.0
1867	2.0
1868	2.0
1869	2.0
1870	2.0
1871	1.9
1872	1.7
1873	1.6
1874	1.5
1875	1.5
1876	1.3
1877	1.3
1878	1.3
1879	1.3
1880	1.2
1881	1.2
1882	1.2
1883	1.2
1884	1.2
1885	1.2
1886	1.2
1887	1.2
1888	1.2
1889	1.2
1890	1.1
1891	1.0
1892	1.0
1893	1.0
1894	0.9
1895	0.8
1896	0.8
1897	0.8
1898	0.8
1899	0.8
1900	0.8
1901	0.8
1902	0.8
1903	0.8
1904	0.8
1905	0.8
1906	0.8
1907	0.8
1908	0.8
1909	0.8
1910	0.8
1911	0.8
1912	0.8
1913	0.8
1914	0.8
1915	0.8
1916	0.8
1917	0.8
1918	0.8
1919	0.8
1920	0.8
1921	0.8
1922	0.7
1923	0.7
1924	0.7
1925	0.7
1926	0.7
1927	0.7
1928	0.7
1929	0.7
1930	0.7
1931	0.7
1932	0.7
1933	0.7
1934	0.7
1935	0.7
1936	0.7
1937	0.6
1938	0.6
1939	0.6
1940	0.5
1941	0.5
1942	0.5
1943	0.5
1944	0.5
1945	0.5
1946	0.5
1947	0.4
1948	0.4
1949	0.4
1950	0.4
1951	0.4
1952	0.4
1953	0.4
1954	0.4
1955	0.4
1956	0.4
1957	0.4
1958	0.4
1959	0.4
1960	0.4
1961	0.4
1962	0.4
1963	0.4
1964	0.4
1965	0.4
1966	0.4
1967	0.4
1968	0.4
1969	0.4
1970	0.4
1971	0.4
1972	0.4
1973	0.4
1974	0.4
1975	0.4
1976	0.4
1977	0.4
1978	0.4
1979	0.4
1980	0.4
1981	0.4
1982	0.4
1983	0.4
1984	0.4
1985	0.4
1986	0.4
1987	0.4
1988	0.4
1989	0.4
1990	0.4
1991	0.4
1992	0.4
1993	0.4
1994	0.4
1995	0.4
1996	0.4
1997	0.4
1998	0.4
1999	0.4
2000	0.4
2001	0.4
2002	0.4
2003	0.4
2004	0.4
2005	0.4
2006	0.4
2007	0.4
2008	0.4
2009	0.4
2010	0.4
2011	0.4
2012	0.4
2013	0.4
2014	0.4
2015	0.4
2016	0.4
2017	0.4
2018	0.4
2019	0.4
2020	0.4
2021	0.4
2022	0.4
2023	0.4
2024	0.4
2025	0.4
2026	0.4
2027	0.4
2028	0.4
2029	0.4
2030	0.4
2031	0.4
2032	0.4
2033	0.4
2034	0.4
2035	0.4
2036	0.4
2037	0.4
2038	0.4
2039	0.4
2040	0.4
2041	0.4
2042	0.4
2043	0.4
2044	0.4
2045	0.4
2046	0.4
2047	0.4
