p	I1 / %
969	55.8
970	56.3
971	56.7
972	56.9
973	57.3
974	57.7
975	58.0
976	58.2
977	58.3
978	58.3
979	58.3
980	58.0
981	57.8
982	57.7
983	57.6
984	57.3
985	57.0
986	56.6
987	56.3
988	56.1
989	55.8
990	55.6
991	55.3
992	55.0
993	54.7
994	54.4
995	54.2
996	54.0
997	53.8
998	53.5
999	53.4
1000	53.2
1001	53.0
1002	52.8
1003	52.6
1004	52.3
1005	52.1
1006	51.9
1007	51.8
1008	51.6
1009	51.6
1010	51.4
1011	51.3
1012	51.1
1013	51.1
1014	51.0
1015	51.0
1016	51.0
1017	51.0
1018	50.9
1019	50.9
1020	50.9
1021	51.0
1022	50.9
1023	51.0
1024	51.2
1025	51.2
1026	51.2
1027	51.1
1028	50.9
1029	50.8
1030	50.8
1031	50.8
1032	50.8
1033	50.9
1034	50.9
1035	50.9
1036	51.1
1037	51.5
1038	51.7
1039	52.0
1040	52.3
1041	52.3
1042	52.4
1043	52.3
1044	52.3
1045	52.7
1046	52.9
1047	53.3
1048	53.7
1049	54.1
1050	54.5
1051	54.9
1052	55.2
1053	55.5
1054	55.4
1055	55.4
1056	55.4
1057	55.6
1058	55.9
1059	56.2
1060	56.6
1061	57.0
1062	57.3
1063	57.5
1064	57.8
1065	58.0
1066	58.0
1067	58.1
1068	57.9
1069	57.6
1070	57.3
1071	57.4
1072	56.8
1073	55.9
1074	54.9
1075	54.2
1076	54.1
1077	54.4
1078	54.4
1079	54.1
1080	53.4
1081	52.6
1082	51.8
1083	51.0
1084	50.0
1085	48.9
1086	47.7
1087	46.5
1088	45.1
1089	43.8
1090	42.6
1091	41.3
1092	40.1
1093	39.1
1094	38.1
1095	37.3
1096	36.6
1097	36.1
1098	35.6
1099	35.3
1100	35.0
1101	34.9
1102	34.9
1103	34.9
1104	35.0
1105	35.2
1106	35.3
1107	35.5
1108	35.7
1109	35.9
1110	36.1
1111	36.3
1112	36.4
1113	36.6
1114	36.6
1115	36.6
1116	36.4
1117	36.4
1118	36.4
1119	36.4
1120	36.3
1121	36.3
1122	36.1
1123	36.0
1124	35.7
1125	35.5
1126	35.1
1127	34.6
1128	34.0
1129	33.4
1130	32.7
1131	32.0
1132	31.1
1133	30.2
1134	29.1
1135	28.0
1136	26.8
1137	25.9
1138	24.8
1139	23.9
1140	23.1
1141	22.4
1142	21.9
1143	21.6
1144	21.4
1145	21.4
1146	21.4
1147	21.6
1148	21.9
1149	22.3
1150	22.8
1151	23.4
1152	23.8
1153	24.4
1154	24.9
1155	25.6
1156	26.3
1157	27.1
1158	27.8
1159	28.6
1160	29.4
1161	30.4
1162	31.5
1163	32.6
1164	33.7
1165	34.8
1166	35.8
1167	36.9
1168	37.7
1169	38.5
1170	38.9
1171	39.2
1172	39.2
1173	38.8
1174	38.1
1175	37.3
1176	36.4
1177	35.7
1178	35.1
1179	34.8
1180	34.8
1181	35.4
1182	36.2
1183	37.4
1184	38.7
1185	40.1
1186	41.4
1187	43.0
1188	44.4
1189	45.9
1190	47.3
1191	48.8
1192	50.1
1193	51.4
1194	52.4
1195	53.1
1196	53.4
1197	52.9
1198	51.9
1199	50.2
1200	48.2
1201	45.6
1202	42.7
1203	39.9
1204	37.4
1205	35.4
1206	34.0
1207	33.4
1208	33.1
1209	33.3
1210	33.6
1211	34.0
1212	34.3
1213	34.7
1214	34.8
1215	34.8
1216	34.4
1217	34.0
1218	33.3
1219	32.8
1220	32.0
1221	31.0
1222	29.8
1223	28.2
1224	26.4
1225	24.7
1226	23.1
1227	21.9
1228	21.0
1229	20.6
1230	20.6
1231	20.9
1232	21.4
1233	22.1
1234	22.7
1235	23.6
1236	24.6
1237	25.8
1238	27.0
1239	28.2
1240	29.7
1241	31.1
1242	32.6
1243	34.2
1244	35.5
1245	36.5
1246	36.8
1247	36.6
1248	35.8
1249	34.8
1250	33.7
1251	33.1
1252	33.2
1253	34.0
1254	35.6
1255	37.6
1256	39.8
1257	41.9
1258	43.9
1259	45.9
1260	47.6
1261	49.2
1262	50.3
1263	50.8
1264	50.5
1265	49.3
1266	46.8
1267	43.3
1268	39.6
1269	36.3
1270	34.0
1271	32.6
1272	32.1
1273	32.2
1274	32.5
1275	32.9
1276	33.3
1277	33.3
1278	33.0
1279	32.7
1280	31.9
1281	30.7
1282	29.1
1283	27.3
1284	25.2
1285	23.3
1286	21.6
1287	20.3
1288	19.6
1289	19.6
1290	20.1
1291	21.0
1292	22.2
1293	23.4
1294	24.6
1295	26.0
1296	27.7
1297	29.6
1298	31.4
1299	33.2
1300	34.5
1301	35.3
1302	35.2
1303	34.4
1304	33.1
1305	32.0
1306	31.6
1307	32.3
1308	34.0
1309	36.4
1310	38.9
1311	41.3
1312	43.6
1313	45.8
1314	47.5
1315	48.7
1316	48.8
1317	47.2
1318	44.0
1319	39.8
1320	35.9
1321	33.1
1322	31.5
1323	31.0
1324	31.1
1325	31.6
1326	31.9
1327	32.1
1328	31.9
1329	31.4
1330	30.3
1331	28.6
1332	26.3
1333	23.8
1334	21.5
1335	19.9
1336	19.1
1337	19.1
1338	19.6
1339	20.7
1340	22.1
1341	24.0
1342	26.0
1343	28.0
1344	30.0
1345	31.7
1346	32.8
1347	33.1
1348	32.8
1349	31.9
1350	30.7
1351	30.0
1352	30.2
1353	31.9
1354	34.8
1355	38.1
1356	41.0
1357	43.7
1358	45.7
1359	46.7
1360	46.3
1361	44.3
1362	40.7
1363	36.5
1364	32.9
1365	30.6
1366	29.7
1367	29.7
1368	30.4
1369	31.0
1370	31.4
1371	31.1
1372	30.3
1373	28.5
1374	25.9
1375	23.1
1376	20.7
1377	19.1
1378	18.4
1379	18.7
1380	19.7
1381	21.4
1382	23.3
1383	25.6
1384	27.9
1385	30.1
1386	31.9
1387	33.1
1388	33.0
1389	31.9
1390	30.4
1391	29.5
1392	30.0
1393	32.2
1394	35.3
1395	38.8
1396	42.0
1397	44.7
1398	46.2
1399	46.0
1400	43.1
1401	38.3
1402	33.7
1403	30.5
1404	28.9
1405	28.7
1406	29.1
1407	29.8
1408	30.1
1409	30.0
1410	28.8
1411	26.4
1412	23.3
1413	20.5
1414	18.6
1415	17.8
1416	18.0
1417	19.2
1418	21.1
1419	23.5
1420	26.0
1421	28.4
1422	30.5
1423	31.9
1424	32.0
1425	30.8
1426	29.2
1427	28.5
1428	29.2
1429	31.7
1430	35.3
1431	39.1
1432	42.4
1433	44.7
1434	45.0
1435	42.3
1436	37.5
1437	32.7
1438	29.5
1439	28.0
1440	27.9
1441	28.3
1442	28.7
1443	28.6
1444	27.4
1445	25.3
1446	22.5
1447	19.7
1448	17.8
1449	17.1
1450	17.4
1451	18.8
1452	20.9
1453	23.6
1454	26.3
1455	28.6
1456	30.2
1457	30.6
1458	29.6
1459	28.2
1460	27.4
1461	28.3
1462	31.0
1463	34.9
1464	38.7
1465	41.8
1466	43.1
1467	41.4
1468	36.9
1469	32.0
1470	28.5
1471	26.9
1472	26.8
1473	27.6
1474	28.5
1475	28.8
1476	27.5
1477	24.7
1478	21.3
1479	18.7
1480	17.3
1481	17.2
1482	18.4
1483	20.6
1484	23.3
1485	26.2
1486	28.6
1487	30.0
1488	29.8
1489	28.5
1490	27.2
1491	27.1
1492	28.6
1493	31.8
1494	35.8
1495	39.6
1496	41.5
1497	40.1
1498	35.7
1499	30.8
1500	27.5
1501	26.0
1502	25.9
1503	26.8
1504	27.6
1505	27.3
1506	25.3
1507	22.1
1508	19.2
1509	17.4
1510	16.9
1511	17.7
1512	19.5
1513	22.3
1514	25.1
1515	27.5
1516	28.6
1517	28.2
1518	26.9
1519	26.1
1520	26.6
1521	29.1
1522	32.8
1523	36.9
1524	39.5
1525	38.8
1526	34.8
1527	29.9
1528	26.4
1529	24.8
1530	24.4
1531	24.9
1532	25.4
1533	24.9
1534	22.8
1535	20.0
1536	16.3
1537	15.8
1538	16.2
1539	17.8
1540	20.3
1541	23.4
1542	26.2
1543	27.7
1544	27.5
1545	26.3
1546	25.4
1547	25.8
1548	27.9
1549	31.4
1550	35.1
1551	37.1
1552	35.8
1553	31.6
1554	27.2
1555	24.5
1556	23.6
1557	23.9
1558	24.6
1559	24.5
1560	22.9
1561	20.2
1562	17.8
1563	16.3
1564	16.2
1565	17.3
1566	19.7
1567	22.6
1568	25.2
1569	26.5
1570	26.2
1571	25.1
1572	24.6
1573	25.5
1574	28.0
1575	31.5
1576	34.3
1577	34.7
1578	31.8
1579	27.6
1580	24.3
1581	22.9
1582	22.9
1583	23.3
1584	23.3
1585	22.1
1586	19.8
1587	17.7
1588	16.3
1589	16.2
1590	17.4
1591	19.8
1592	22.6
1593	24.6
1594	25.3
1595	24.7
1596	23.8
1597	24.1
1598	25.6
1599	28.3
1600	30.9
1601	32.1
1602	30.6
1603	26.9
1604	23.6
1605	22.0
1606	21.4
1607	21.5
1608	21.2
1609	20.3
1610	18.5
1611	16.8
1612	15.6
1613	15.7
1614	17.1
1615	19.4
1616	21.8
1617	23.6
1618	24.1
1619	23.7
1620	23.4
1621	24.4
1622	26.3
1623	28.3
1624	29.4
1625	28.8
1626	26.1
1627	23.0
1628	21.3
1629	20.6
1630	20.6
1631	20.4
1632	19.6
1633	18.2
1634	16.7
1635	15.9
1636	16.1
1637	17.0
1638	18.2
1639	19.6
1640	20.7
1641	20.9
1642	20.8
1643	21.6
1644	23.2
1645	24.8
1646	25.9
1647	26.3
1648	25.1
1649	22.7
1650	20.7
1651	19.8
1652	19.4
1653	19.1
1654	18.4
1655	17.5
1656	16.3
1657	15.8
1658	16.2
1659	17.4
1660	19.0
1661	20.6
1662	21.8
1663	22.4
1664	22.7
1665	23.3
1666	24.1
1667	24.8
1668	24.9
1669	24.4
1670	22.6
1671	20.6
1672	18.8
1673	17.9
1674	17.4
1675	17.0
1676	16.4
1677	15.8
1678	15.4
1679	15.5
1680	16.3
1681	17.5
1682	18.9
1683	20.3
1684	21.3
1685	22.0
1686	22.4
1687	22.7
1688	22.7
1689	22.5
1690	21.8
1691	20.6
1692	18.8
1693	17.3
1694	16.4
1695	15.8
1696	15.4
1697	15.0
1698	14.7
1699	14.7
1700	15.1
1701	15.9
1702	17.1
1703	18.5
1704	19.8
1705	20.7
1706	21.0
1707	20.9
1708	20.6
1709	20.2
1710	19.8
1711	19.0
1712	17.5
1713	16.0
1714	14.8
1715	14.1
1716	13.8
1717	13.8
1718	13.8
1719	13.8
1720	14.2
1721	15.0
1722	16.1
1723	17.5
1724	18.7
1725	19.3
1726	19.3
1727	18.9
1728	18.4
1729	18.0
1730	17.4
1731	16.6
1732	15.0
1733	13.7
1734	12.6
1735	12.2
1736	12.0
1737	12.0
1738	12.2
1739	12.6
1740	13.2
1741	14.2
1742	15.2
1743	16.2
1744	16.9
1745	16.9
1746	16.7
1747	16.3
1748	15.9
1749	15.3
1750	14.5
1751	13.3
1752	12.0
1753	11.2
1754	10.8
1755	10.8
1756	10.7
1757	10.7
1758	10.7
1759	11.1
1760	11.9
1761	12.8
1762	13.7
1763	14.4
1764	14.5
1765	14.1
1766	13.5
1767	13.0
1768	12.4
1769	11.5
1770	10.5
1771	9.7
1772	9.3
1773	9.2
1774	9.2
1775	9.2
1776	9.4
1777	9.8
1778	10.2
1779	10.8
1780	11.4
1781	11.8
1782	11.9
1783	11.7
1784	11.2
1785	10.8
1786	10.4
1787	9.7
1788	8.9
1789	8.1
1790	7.6
1791	7.2
1792	7.2
1793	7.2
1794	7.2
1795	7.6
1796	8.0
1797	8.5
1798	8.9
1799	9.3
1800	9.3
1801	9.2
1802	8.9
1803	8.5
1804	8.0
1805	7.4
1806	6.8
1807	6.4
1808	6.0
1809	6.0
1810	6.0
1811	6.0
1812	6.0
1813	6.4
1814	6.7
1815	6.9
1816	7.0
1817	7.0
1818	7.0
1819	6.8
1820	6.4
1821	6.0
1822	5.6
1823	5.2
1824	4.8
1825	4.4
1826	4.4
1827	4.4
1828	4.4
1829	4.4
1830	4.4
1831	4.6
1832	4.7
1833	4.8
1834	4.8
1835	4.9
1836	4.6
1837	4.3
1838	4.0
1839	3.9
1840	3.7
1841	3.5
1842	3.2
1843	3.2
1844	3.1
1845	3.1
1846	3.2
1847	3.2
1848	3.2
1849	3.2
1850	3.2
1851	3.2
1852	3.2
1853	3.1
1854	2.8
1855	2.8
1856	2.7
1857	2.5
1858	2.2
1859	2.0
1860	2.0
1861	2.0
1862	2.0
1863	2.0
1864	2.0
1865	2.0
1866	2.0
1867	2.0
1868	2.0
1869	2.0
1870	1.9
1871	1.8
1872	1.6
1873	1.6
1874	1.4
1875	1.4
1876	1.3
1877	1.2
1878	1.2
1879	1.2
1880	1.2
1881	1.2
1882	1.2
1883	1.2
1884	1.2
1885	1.2
1886	1.2
1887	1.2
1888	1.1
1889	1.1
1890	1.0
1891	1.0
1892	0.8
1893	0.8
1894	0.8
1895	0.8
1896	0.8
1897	0.8
1898	0.8
1899	0.8
1900	0.8
1901	0.8
1902	0.8
1903	0.8
1904	0.8
1905	0.8
1906	0.8
1907	0.8
1908	0.8
1909	0.8
1910	0.8
1911	0.8
1912	0.8
1913	0.8
1914	0.8
1915	0.8
1916	0.7
1917	0.7
1918	0.7
1919	0.7
1920	0.7
1921	0.7
1922	0.7
1923	0.7
1924	0.6
1925	0.6
1926	0.6
1927	0.6
1928	0.6
1929	0.6
1930	0.6
1931	0.6
1932	0.5
1933	0.5
1934	0.5
1935	0.5
1936	0.5
1937	0.5
1938	0.5
1939	0.4
1940	0.4
1941	0.4
1942	0.4
1943	0.4
1944	0.4
1945	0.4
1946	0.4
1947	0.4
1948	0.4
1949	0.4
1950	0.4
1951	0.4
1952	0.4
1953	0.4
1954	0.4
1955	0.4
1956	0.4
1957	0.4
1958	0.4
1959	0.4
1960	0.4
1961	0.4
1962	0.4
1963	0.4
1964	0.4
1965	0.4
1966	0.4
1967	0.4
1968	0.4
1969	0.4
1970	0.4
1971	0.4
1972	0.4
1973	0.4
1974	0.4
1975	0.4
1976	0.4
1977	0.4
1978	0.4
1979	0.4
1980	0.4
1981	0.4
1982	0.4
1983	0.4
1984	0.4
1985	0.4
1986	0.4
1987	0.4
1988	0.4
1989	0.4
1990	0.4
1991	0.4
1992	0.4
1993	0.4
1994	0.4
1995	0.4
1996	0.4
1997	0.4
1998	0.4
1999	0.4
2000	0.4
2001	0.4
2002	0.4
2003	0.4
2004	0.4
2005	0.4
2006	0.4
2007	0.4
2008	0.4
2009	0.4
2010	0.4
2011	0.4
2012	0.4
2013	0.4
2014	0.4
2015	0.4
2016	0.4
2017	0.4
2018	0.4
2019	0.4
2020	0.4
2021	0.4
2022	0.4
2023	0.4
2024	0.4
2025	0.4
2026	0.4
2027	0.4
2028	0.4
2029	0.4
2030	0.4
2031	0.4
2032	0.4
2033	0.4
2034	0.4
2035	0.4
2036	0.4
2037	0.4
2038	0.4
2039	0.4
2040	0.4
2041	0.4
2042	0.4
2043	0.4
2044	0.4
2045	0.4
2046	0.4
2047	0.4
