817 26 2.04659e-012 0.000123952 2.03246e-010 5.5909e-119 23.5213 1.63713e-008 0.635515 2.74522e-100 0 1.69078e-256 24.1569
818 26.2 3.63686e-012 0.000145287 2.51378e-010 3.31815e-118 24.8722 5.66912e-008 0.737857 1.02093e-099 0 3.2524e-255 25.6102
819 26.6 6.4272e-012 0.000170127 3.10642e-010 1.95796e-117 26.1683 1.8904e-007 0.854363 3.78267e-099 0 6.21025e-254 27.0228
820 27.5 1.12957e-011 0.00019902 3.83547e-010 1.14869e-116 27.3934 6.07013e-007 0.986588 1.39634e-098 0 1.17707e-252 28.3802
821 28.6 1.97426e-011 0.000232593 4.73156e-010 6.70027e-116 28.5316 1.87693e-006 1.1362 5.13533e-098 0 2.21454e-251 29.668
822 29.9 3.43157e-011 0.000271565 5.83197e-010 3.88575e-115 29.5674 5.5886e-006 1.30495 1.88162e-097 0 4.13572e-250 30.8726
823 31.2 5.9317e-011 0.000316758 7.18211e-010 2.24053e-114 30.4867 1.60238e-005 1.49471 6.86886e-097 0 7.66668e-249 31.9817
824 32.6 1.01968e-010 0.000369112 8.83722e-010 1.28445e-113 31.2763 4.42416e-005 1.70744 2.49818e-096 0 1.41075e-247 32.9841
825 34 1.74319e-010 0.0004297 1.08644e-009 7.32111e-113 31.9249 0.000117626 1.94517 9.05208e-096 0 2.57681e-246 33.8706
826 35 2.96363e-010 0.000499747 1.33451e-009 4.14886e-112 32.4229 0.000301149 2.21 3.26784e-095 0 4.67198e-245 34.6337
827 35.8 5.01074e-010 0.000580645 1.63781e-009 2.33761e-111 32.7629 0.000742447 2.50409 1.17533e-094 0 8.40828e-244 35.2683
828 36.3 8.42514e-010 0.000673982 2.00831e-009 1.30951e-110 32.9399 0.0017626 2.82964 4.21158e-094 0 1.50211e-242 35.772
829 36.6 1.4088e-009 0.00078156 2.46051e-009 7.29349e-110 32.9512 0.00402949 3.18887 1.50355e-093 0 2.66368e-241 36.1449
830 36.7 2.34272e-009 0.000905427 3.01193e-009 4.03883e-109 32.7966 0.00887055 3.58398 5.34783e-093 0 4.68869e-240 36.3903
831 36.8 3.87427e-009 0.0010479 3.68376e-009 2.22366e-108 32.4784 0.0188043 4.01715 1.89506e-092 0 8.19235e-239 36.5154
832 36.8 6.37172e-009 0.00121162 4.50157e-009 1.21723e-107 32.0014 0.0383856 4.49049 6.69047e-092 0 1.42087e-237 36.5314
833 36.7 1.04213e-008 0.00139954 5.49621e-009 6.62473e-107 31.3727 0.0754547 5.00602 2.35329e-091 0 2.44616e-236 36.4556
834 36.5 1.69505e-008 0.00161504 6.70484e-009 3.58473e-106 30.6015 0.142827 5.56564 8.24675e-091 0 4.18027e-235 36.3116
835 36.3 2.74184e-008 0.00186191 8.17221e-009 1.92858e-105 29.6991 0.260339 6.17109 2.87923e-090 0 7.09107e-234 36.1324
836 36 4.41063e-008 0.00214442 9.95215e-009 1.0316e-104 28.6783 0.456955 6.82388 1.00151e-089 0 1.19401e-232 35.9612
837 35.9 7.05596e-008 0.00246739 1.21093e-008 5.48624e-104 27.5531 0.772349 7.52532 3.47075e-089 0 1.99567e-231 35.8532
838 35.8 1.12256e-007 0.00283624 1.47214e-008 2.90089e-103 26.3389 1.25707 8.2764 1.19833e-088 0 3.311e-230 35.8752
839 35.9 1.77607e-007 0.00325705 1.78816e-008 1.52504e-102 25.0514 1.9702 9.07783 4.1221e-088 0 5.45277e-229 36.1027
840 36.2 2.79454e-007 0.00373665 2.17014e-008 7.97116e-102 23.7069 2.9735 9.92992 1.41269e-087 0 8.9138e-228 36.6141
841 36.9 4.37277e-007 0.0042827 2.63146e-008 4.14243e-101 22.3217 4.32146 10.8326 4.82348e-087 0 1.44642e-226 37.4801
842 38.2 6.80459e-007 0.00490376 3.18809e-008 2.14033e-100 20.9117 6.04783 11.7854 1.64082e-086 0 2.32979e-225 38.7498
843 40.2 1.05304e-006 0.00560942 3.85914e-008 1.09951e-099 19.4921 8.1503 12.7873 5.56095e-086 0 3.72498e-224 40.4353
