1.140768	0.976087	0.794939	2.018079	0.993569	2.284292	
1.017949	1.033386	1.064199	1.551155	0.818506	2.284292	
1.007550	1.018657	1.036684	0.956584	0.817302	2.284292	
1.002325	1.008442	1.023961	1.013588	1.039008	2.284292	
0.831398	1.000832	1.009145	1.015110	1.055224	2.284292	
0.914743	1.014944	0.998387	0.999192	1.025976	2.284292	
1.154358	0.500422	1.012080	0.987384	1.034700	2.284292	
0.585303	0.971399	1.005594	0.978058	1.042454	2.284292	
0.975740	1.076050	1.016834	0.980214	1.034934	2.284292	
1.047506	1.135695	1.040639	0.995109	1.032253	2.284292	
