&a / °	I1 / %
0,091	13,8
0,088	11,1
0,086	14,4
0,083	11,4
0,080	14,7
0,078	11,5
0,075	14,6
0,072	11,5
0,070	14,5
0,067	11,4
0,064	14,4
0,061	11,4
0,059	14,4
0,056	11,3
0,053	14,3
0,051	11,2
0,048	14,4
0,045	11,3
0,043	14,4
0,040	11,3
0,037	14,3
0,035	11,2
0,032	14,0
0,029	11,0
0,027	14,1
0,024	11,1
0,021	14,0
0,019	11,0
0,016	14,1
0,013	11,0
0,011	14,2
0,008	11,1
0,005	14,3
0,003	11,1
0,000	10,4
-0,003	9,2
-0,005	13,3
-0,008	10,7
-0,011	13,9
-0,013	10,9
-0,016	13,5
-0,019	10,7
-0,021	13,6
-0,024	10,7
-0,027	13,6
-0,029	10,8
-0,032	13,7
-0,035	10,8
-0,037	13,8
-0,040	10,9
-0,043	13,6
-0,045	10,7
-0,048	13,4
-0,051	10,5
-0,053	13,4
-0,056	10,6
-0,059	13,4
-0,061	10,5
-0,064	13,5
-0,067	10,6
-0,070	11,9
-0,072	9,7
-0,075	13,1
-0,078	10,4
-0,080	13,4
-0,083	10,5
-0,086	13,5
-0,088	10,6
-0,091	13,5
-0,094	10,5
-0,096	13,4
-0,099	10,6
-0,102	13,4
-0,104	10,5
-0,107	13,6
-0,110	10,6
-0,112	13,5
-0,115	10,5
-0,118	13,5
-0,120	10,5
-0,123	13,5
-0,126	10,5
-0,128	13,5
-0,131	10,5
-0,134	13,2
-0,136	10,4
-0,139	13,3
-0,142	10,4
-0,144	13,5
-0,147	10,5
-0,150	13,3
-0,152	10,5
-0,155	13,2
-0,158	10,4
-0,160	13,1
-0,163	10,3
-0,166	13,4
-0,168	10,4
-0,171	13,3
-0,174	10,4
-0,176	13,3
-0,179	10,3
-0,182	13,5
-0,184	10,4
-0,187	13,7
-0,190	10,5
-0,193	13,7
-0,195	10,5
-0,198	13,6
-0,201	10,5
-0,203	13,5
-0,206	10,4
-0,209	13,3
-0,211	10,3
-0,214	13,3
-0,217	10,3
-0,219	13,3
-0,222	10,3
-0,225	13,6
-0,227	10,5
-0,230	13,7
-0,233	10,5
-0,235	13,6
-0,238	10,4
-0,241	12,9
-0,243	10,1
-0,246	13,3
-0,249	10,2
-0,251	13,2
-0,254	10,2
-0,257	13,3
-0,259	10,2
-0,262	13,3
-0,265	10,2
-0,267	13,0
-0,270	10,1
-0,273	12,9
-0,275	10,0
-0,278	13,2
-0,281	10,1
-0,283	13,0
-0,286	10,0
-0,289	13,0
-0,291	10,0
-0,294	13,3
-0,297	10,2
-0,299	13,4
-0,302	10,2
-0,305	13,2
-0,307	10,1
-0,310	13,2
-0,313	10,0
-0,316	12,9
-0,318	9,8
-0,321	12,8
-0,324	9,9
-0,326	13,0
-0,329	9,9
-0,332	13,2
-0,334	10,0
-0,337	13,2
-0,340	10,0
-0,342	13,2
-0,345	10,0
-0,348	13,2
-0,350	10,0
-0,353	13,2
-0,356	10,0
-0,358	12,9
-0,361	9,8
-0,364	13,0
-0,366	9,8
-0,369	12,8
-0,372	9,7
-0,374	12,7
-0,377	9,7
-0,380	12,6
-0,382	9,6
-0,385	12,7
-0,388	9,6
-0,390	12,7
-0,393	9,6
-0,396	12,9
-0,398	9,8
-0,401	12,7
-0,404	9,7
-0,406	12,8
-0,409	9,7
-0,412	12,2
-0,414	9,3
-0,417	12,3
-0,420	9,4
-0,422	12,5
-0,425	9,5
-0,428	12,3
-0,430	9,4
-0,433	12,1
-0,436	9,3
-0,438	12,5
-0,441	9,5
-0,444	12,6
-0,447	9,5
-0,449	12,3
-0,452	9,3
-0,455	12,5
-0,457	9,4
-0,460	12,6
-0,463	9,4
-0,465	12,7
-0,468	9,5
-0,471	12,3
-0,473	9,3
-0,476	12,2
-0,479	9,2
-0,481	12,3
-0,484	9,3
-0,487	12,3
-0,489	9,3
-0,492	12,3
-0,495	9,3
-0,497	12,3
-0,500	9,3
-0,503	12,4
-0,505	9,3
-0,508	12,2
-0,511	9,2
-0,513	12,2
-0,516	9,2
-0,519	12,3
-0,521	9,2
-0,524	12,2
-0,527	9,2
-0,529	12,2
-0,532	9,2
-0,535	11,9
-0,537	9,0
-0,540	11,8
-0,543	9,0
-0,545	12,0
-0,548	9,1
-0,551	12,1
-0,553	9,1
-0,556	12,0
-0,559	9,0
-0,561	12,0
-0,564	9,0
-0,567	12,1
-0,570	9,1
-0,572	12,1
-0,575	9,1
-0,578	12,3
-0,580	9,1
-0,583	12,3
-0,586	9,1
-0,588	12,0
-0,591	8,9
-0,594	11,9
-0,596	8,9
-0,599	12,1
-0,602	9,0
-0,604	12,1
-0,607	8,9
-0,610	11,8
-0,612	8,8
-0,615	11,8
-0,618	8,8
-0,620	11,9
-0,623	8,9
-0,626	12,0
-0,628	8,9
-0,631	11,9
-0,634	8,8
-0,636	11,6
-0,639	8,7
-0,642	11,7
-0,644	8,7
-0,647	11,7
-0,650	8,7
-0,652	11,6
-0,655	8,6
-0,658	11,6
-0,660	8,6
-0,663	11,9
-0,666	8,8
-0,668	11,8
-0,671	8,7
-0,674	11,9
-0,676	8,7
-0,679	11,7
-0,682	8,6
-0,684	11,4
-0,687	8,5
-0,690	11,4
-0,692	8,4
-0,695	11,6
-0,698	8,5
-0,701	11,7
-0,703	8,6
-0,706	11,7
-0,709	8,5
-0,711	11,7
-0,714	8,5
-0,717	11,4
-0,719	8,4
-0,722	11,5
-0,725	8,4
-0,727	11,5
-0,730	8,4
-0,733	11,5
-0,735	8,4
-0,738	11,3
-0,741	8,3
-0,743	11,2
-0,746	8,2
-0,749	11,5
-0,751	8,3
-0,754	11,2
-0,757	8,2
-0,759	11,2
-0,762	8,2
-0,765	11,4
-0,767	8,3
-0,770	11,3
-0,773	8,2
-0,775	11,0
-0,778	8,1
-0,781	11,0
-0,783	8,0
-0,786	11,3
-0,789	8,2
-0,791	11,4
-0,794	8,2
-0,797	11,4
-0,799	8,2
-0,802	11,4
-0,805	8,2
-0,807	11,3
-0,810	8,1
-0,813	11,1
-0,815	8,1
-0,818	10,9
-0,821	8,0
-0,823	11,1
-0,826	8,1
-0,829	11,3
-0,831	8,1
-0,834	11,3
-0,837	8,1
-0,840	11,2
-0,842	8,0
-0,845	11,2
-0,848	8,1
-0,850	11,1
-0,853	8,0
-0,856	11,1
-0,858	8,0
-0,861	11,2
-0,864	8,0
-0,866	11,2
-0,869	8,0
-0,872	11,2
-0,874	8,0
-0,877	11,1
-0,880	7,9
-0,882	10,9
-0,885	7,8
-0,888	11,0
-0,890	7,8
-0,893	11,1
-0,896	7,9
-0,898	11,1
-0,901	7,9
-0,904	10,9
-0,906	7,7
-0,909	10,7
-0,912	7,7
-0,914	10,8
-0,917	7,7
-0,920	10,8
-0,922	7,7
-0,925	11,0
-0,928	7,7
-0,930	10,8
-0,933	7,7
-0,936	10,9
-0,938	7,7
-0,941	10,9
-0,944	7,6
-0,946	10,8
-0,949	7,7
-0,952	10,9
-0,954	7,6
-0,957	10,8
-0,960	7,6
-0,962	10,5
-0,965	7,4
-0,968	10,6
-0,970	7,5
-0,973	10,5
-0,976	7,4
-0,979	10,5
-0,981	7,4
-0,984	10,2
-0,987	7,3
-0,989	10,1
-0,992	7,2
-0,995	10,2
-0,997	7,2
-1,000	10,5
-1,003	7,4
-1,005	10,1
-1,008	7,2
-1,011	10,0
-1,013	7,1
-1,016	10,3
-1,019	7,3
-1,021	9,9
-1,024	7,0
-1,027	9,8
-1,029	7,0
-1,032	10,3
-1,035	7,3
-1,037	10,4
-1,040	7,3
-1,043	10,3
-1,045	7,3
-1,048	10,3
-1,051	7,3
-1,053	10,1
-1,056	7,2
-1,059	10,5
-1,061	7,4
-1,064	10,5
-1,067	7,4
-1,069	10,5
-1,072	7,3
-1,075	10,6
-1,077	7,4
-1,080	10,6
-1,083	7,4
-1,085	10,6
-1,088	7,4
-1,091	10,6
-1,093	7,4
-1,096	10,6
-1,099	7,4
-1,101	10,6
-1,104	7,5
-1,107	10,7
-1,109	7,4
-1,112	10,6
-1,115	7,4
-1,118	10,6
-1,120	7,4
-1,123	10,5
-1,126	7,4
-1,128	10,6
-1,131	7,4
-1,134	10,3
-1,136	7,2
-1,139	10,4
-1,142	7,3
-1,144	10,5
-1,147	7,3
-1,150	10,4
-1,152	7,3
-1,155	10,1
-1,158	7,1
-1,160	10,0
-1,163	7,0
-1,166	10,1
-1,168	7,0
-1,171	10,0
-1,174	6,9
-1,176	9,7
-1,179	6,8
-1,182	10,2
-1,184	7,1
-1,187	10,2
-1,190	7,1
-1,192	9,6
-1,195	6,8
-1,198	9,9
-1,200	7,0
-1,203	10,0
-1,206	7,0
-1,208	10,3
-1,211	7,1
-1,214	9,9
-1,216	6,9
-1,219	10,0
-1,222	6,9
-1,224	9,9
-1,227	6,9
-1,230	9,8
-1,232	6,8
-1,235	9,5
-1,238	6,7
-1,240	9,7
-1,243	6,8
-1,246	9,9
-1,248	6,9
-1,251	10,2
-1,254	7,0
-1,256	10,3
-1,259	7,1
-1,262	10,2
-1,265	7,0
-1,267	10,0
-1,270	6,9
-1,273	10,2
-1,275	7,0
-1,278	10,1
-1,281	7,0
-1,283	10,2
-1,286	7,0
-1,289	10,0
-1,291	6,9
-1,294	10,2
-1,297	7,0
-1,299	10,2
-1,302	7,0
-1,305	10,0
-1,307	6,9
-1,310	10,2
-1,313	7,0
-1,315	10,2
-1,318	7,0
-1,321	10,2
-1,323	7,0
-1,326	10,0
-1,329	7,0
-1,331	10,1
-1,334	7,0
-1,337	10,2
-1,339	7,0
-1,342	10,2
-1,345	7,0
-1,347	10,1
-1,350	7,0
-1,353	10,1
-1,355	6,9
-1,358	10,1
-1,361	7,0
-1,363	9,5
-1,366	6,7
-1,369	6,6
-1,371	5,2
-1,374	8,9
-1,377	6,4
-1,379	9,6
-1,382	6,7
-1,385	9,8
-1,387	6,8
-1,390	10,0
-1,393	7,0
-1,395	10,2
-1,398	7,0
-1,401	10,1
-1,403	6,9
-1,406	9,7
-1,409	6,7
-1,411	10,0
-1,414	6,9
-1,417	10,1
-1,419	6,9
-1,422	10,1
-1,425	6,9
-1,428	9,4
-1,430	6,5
-1,433	9,8
-1,436	6,8
-1,438	10,0
-1,441	6,9
-1,444	10,1
-1,446	6,9
-1,449	9,9
-1,452	6,9
-1,454	9,8
-1,457	6,7
-1,460	9,9
-1,462	6,8
-1,465	9,7
-1,468	6,7
-1,470	9,8
-1,473	6,8
-1,476	9,8
-1,478	6,7
-1,481	10,0
-1,484	6,8
-1,486	9,7
-1,489	6,7
-1,492	9,8
-1,494	6,7
-1,497	9,9
-1,500	6,8
-1,502	9,8
-1,505	6,7
-1,508	9,8
-1,510	6,8
-1,513	9,9
-1,516	6,7
-1,518	9,9
-1,521	6,7
-1,524	9,1
-1,526	6,4
-1,529	9,7
-1,532	6,7
-1,534	9,7
-1,537	6,6
-1,540	9,9
-1,542	6,7
-1,545	9,9
-1,548	6,7
-1,550	9,9
-1,553	6,7
-1,556	9,9
-1,558	6,7
-1,561	9,9
-1,564	6,7
-1,566	9,9
-1,569	6,7
-1,572	9,9
-1,574	6,7
-1,577	9,9
-1,580	6,7
-1,582	9,9
-1,585	6,7
-1,588	9,9
-1,591	6,7
-1,593	9,8
-1,596	6,7
-1,599	9,9
-1,601	6,7
-1,604	9,9
-1,607	6,7
-1,609	9,8
-1,612	6,6
-1,615	9,8
-1,617	6,6
-1,620	9,7
-1,623	6,6
-1,625	9,8
-1,628	6,6
-1,631	9,7
-1,633	6,6
-1,636	9,8
-1,639	6,6
-1,641	9,8
-1,644	6,6
-1,647	9,8
-1,649	6,6
-1,652	9,8
-1,655	6,6
-1,657	9,4
-1,660	6,4
-1,663	9,1
-1,665	6,3
-1,668	9,5
-1,671	6,5
-1,673	8,9
-1,676	6,2
-1,679	9,2
-1,681	6,4
-1,684	9,7
-1,687	6,6
-1,689	9,8
-1,692	6,6
-1,695	9,8
-1,697	6,7
-1,700	9,7
-1,703	6,6
-1,705	9,8
-1,708	6,6
-1,711	8,7
-1,713	6,0
