# Mess-Beginn: 08.11.2018 10:09:03
# Zeit	Zeit
4.55840000E+1	-1.34386246E-7
4.62160000E+1	-9.72939515E-8
4.68490000E+1	-4.62920464E-8
4.74810000E+1	-6.02140486E-8
4.81130000E+1	-2.13219525E-7
4.87450000E+1	-1.15852404E-7
4.93770000E+1	-1.76127288E-7
5.00090000E+1	-1.57604267E-7
5.06410000E+1	-2.54971101E-7
5.12730000E+1	-1.48331235E-7
5.19050000E+1	-2.59607617E-7
5.25370000E+1	-1.20512139E-7
5.31690000E+1	-1.85410371E-7
5.38010000E+1	-1.39045135E-7
5.44330000E+1	-8.34068514E-8
5.50650000E+1	-2.87413891E-7
5.56970000E+1	-2.82763495E-7
5.63290000E+1	-1.80759792E-7
5.69610000E+1	-1.25121408E-7
5.75930000E+1	-1.15848344E-7
5.82250000E+1	-1.43667536E-7
5.88570000E+1	-1.43669127E-7
5.94890000E+1	-1.06576878E-7
6.01210000E+1	-4.16654439E-8
6.07530000E+1	-1.85397906E-7
6.13850000E+1	-2.22498909E-7
6.20170000E+1	-2.68864168E-7
6.26490000E+1	-1.20495342E-7
6.32810000E+1	-1.80770177E-7
6.39130000E+1	-1.34404919E-7
6.45450000E+1	-2.73498438E-7
6.51770000E+1	-1.99314003E-7
6.58090000E+1	-2.82771492E-7
6.64410000E+1	-2.13223584E-7
6.70730000E+1	-7.41223945E-8
6.77050000E+1	2.32447421E-8
6.83370000E+1	-6.94858642E-8
6.89690000E+1	-7.87589248E-8
6.96010000E+1	-1.76126061E-7
7.02330000E+1	-3.70427043E-8
7.08650000E+1	-9.73175033E-8
7.14970000E+1	-1.01954026E-7
7.21290000E+1	-3.10597561E-7
7.27610000E+1	-3.15236658E-7
7.33930000E+1	-1.52958408E-7
7.40250000E+1	-3.19873180E-7
7.46570000E+1	-2.17869708E-7
7.52890000E+1	-1.43685365E-7
7.59210000E+1	-1.15874358E-7
7.65530000E+1	-1.01964808E-7
7.71850000E+1	-3.24170585E-8
7.78170000E+1	-1.15874358E-7
7.84490000E+1	-1.11233173E-7
7.90810000E+1	-1.06596654E-7
7.97130000E+1	4.32925535E-11
8.03450000E+1	-1.25142732E-7
8.09770000E+1	-8.80505763E-8
8.16090000E+1	-6.48469692E-8
8.22410000E+1	-1.76123730E-7
8.28730000E+1	-1.34394945E-7
8.35050000E+1	-9.73026911E-8
8.41370000E+1	-5.09357996E-8
8.47690000E+1	-5.09357996E-8
8.54010000E+1	-1.29756854E-7
8.60330000E+1	-2.03941376E-7
8.66650000E+1	-2.68852833E-7
8.72970000E+1	-2.13210571E-7
8.79290000E+1	-2.17847106E-7
8.85610000E+1	-6.94779884E-8
8.91930000E+1	-2.50302850E-7
8.98250000E+1	-8.80292968E-8
9.04570000E+1	-2.78127104E-7
9.10890000E+1	-2.31761785E-7
9.17210000E+1	-3.70274460E-8
9.23530000E+1	-5.55735736E-8
9.29850000E+1	-4.16622132E-8
9.36170000E+1	-1.34392872E-7
9.42490000E+1	-1.76121668E-7
9.48810000E+1	-2.78125392E-7
9.55130000E+1	-1.62203224E-7
9.61450000E+1	-2.17841682E-7
9.67770000E+1	-1.71476300E-7
9.74090000E+1	-2.17841682E-7
9.80410000E+1	-6.48359227E-8
9.86730000E+1	-3.23923300E-8
9.93050000E+1	-4.63019232E-8
9.99370000E+1	-1.43669076E-7
1.00569000E+2	3.71556360E-8
1.01201000E+2	-1.38529724E-8
1.01833000E+2	5.10584075E-8
1.02465000E+2	-1.38529724E-8
1.03097000E+2	1.86027176E-8
1.03729000E+2	-1.90041004E-7
1.04361000E+2	-1.90032855E-7
1.04993000E+2	-1.48304067E-7
1.05625000E+2	-2.68853898E-7
1.06257000E+2	-1.94669387E-7
1.06889000E+2	-2.27113719E-7
1.07521000E+2	-2.22477180E-7
1.08153000E+2	-8.80175553E-8
1.08785000E+2	-1.76111792E-7
1.09417000E+2	-1.43656021E-7
1.10049000E+2	-1.25114849E-7
1.10681000E+2	-1.15841777E-7
1.11313000E+2	-1.06568705E-7
1.11945000E+2	-1.38379883E-8
1.12577000E+2	-7.87568367E-8
1.13209000E+2	-8.80298998E-8
1.13841000E+2	-1.15849089E-7
1.14474000E+2	-1.62214404E-7
1.15106000E+2	-2.22489314E-7
1.15738000E+2	7.42611657E-8
1.16370000E+2	-7.41080727E-8
1.17002000E+2	1.39861626E-8
1.17634000E+2	-8.80176888E-8
1.18266000E+2	-6.48337983E-8
1.18898000E+2	-6.48337983E-8
1.19530000E+2	-9.72895741E-8
1.20162000E+2	-6.01972589E-8
1.20794000E+2	-1.76110744E-7
1.21426000E+2	-2.08581326E-7
1.22058000E+2	-1.11214184E-7
1.22690000E+2	-4.16662248E-8
1.23322000E+2	6.25504362E-11
1.23954000E+2	-7.87591879E-8
1.24586000E+2	-1.34397550E-7
1.25218000E+2	-1.48307140E-7
1.25850000E+2	-1.39034080E-7
1.26482000E+2	-1.39034080E-7
1.27114000E+2	-7.41143293E-8
1.27746000E+2	2.32529065E-8
1.28378000E+2	-1.62208495E-7
1.29010000E+2	1.39798364E-8
1.29642000E+2	1.25253699E-7
1.30274000E+2	1.48436366E-7
1.30906000E+2	2.73622766E-7
1.31538000E+2	3.94172633E-7
1.32170000E+2	5.14722500E-7
1.32802000E+2	6.12093714E-7
1.33434000E+2	7.69735921E-7
1.34066000E+2	8.81012773E-7
1.34698000E+2	8.62466631E-7
1.35330000E+2	1.01547651E-6
1.35962000E+2	1.13138995E-6
1.36594000E+2	1.25193993E-6
1.37226000E+2	1.24266686E-6
1.37858000E+2	1.31685146E-6
1.38490000E+2	1.40958612E-6
1.39122000E+2	1.54404576E-6
1.39754000E+2	1.57650154E-6
1.40387000E+2	1.73878043E-6
1.41018000E+2	1.81297066E-6
1.41650000E+2	1.78515141E-6
1.42282000E+2	1.79442449E-6
1.42914000E+2	1.82688029E-6
1.43546000E+2	2.07261703E-6
1.44178000E+2	2.23952897E-6
1.44810000E+2	2.17461740E-6
1.45442000E+2	2.23025588E-6
1.46074000E+2	2.37862518E-6
1.46706000E+2	2.40183451E-6
1.47338000E+2	2.37865175E-6
1.47970000E+2	2.47138280E-6
1.48602000E+2	2.58729661E-6
1.49234000E+2	2.69857387E-6
1.49866000E+2	2.67074012E-6
1.50498000E+2	2.79129032E-6
1.51130000E+2	2.85620197E-6
1.51762000E+2	2.77274414E-6
1.52394000E+2	2.83761900E-6
1.53026000E+2	2.87007471E-6
1.53658000E+2	2.80979982E-6
1.54290000E+2	3.08335511E-6
1.54922000E+2	2.99526104E-6
1.55554000E+2	3.06480932E-6
1.56186000E+2	2.93034993E-6
1.56818000E+2	3.18535912E-6
1.57450000E+2	3.28736279E-6
1.58082000E+2	3.37081952E-6
1.58714000E+2	3.29199851E-6
1.59346000E+2	3.44500400E-6
1.59978000E+2	3.41254829E-6
1.60610000E+2	3.46355013E-6
1.61242000E+2	3.48209220E-6
1.61874000E+2	3.46818261E-6
1.62506000E+2	3.62118806E-6
1.63138000E+2	3.53309401E-6
1.63770000E+2	3.58410493E-6
1.64402000E+2	3.57483186E-6
1.65034000E+2	3.52383001E-6
1.65666000E+2	3.45428202E-6
1.66298000E+2	3.70465477E-6
1.66930000E+2	3.63511891E-6
1.67562000E+2	3.72784965E-6
1.68194000E+2	3.76030541E-6
1.68826000E+2	3.75103234E-6
1.69458000E+2	3.71858633E-6
1.70090000E+2	3.80204406E-6
1.70722000E+2	3.66758437E-6
1.71354000E+2	3.80668060E-6
1.71986000E+2	3.83449985E-6
1.72618000E+2	3.87623245E-6
1.73250000E+2	3.84377665E-6
1.73882000E+2	3.88086899E-6
1.74514000E+2	3.99214601E-6
1.75146000E+2	4.03386694E-6
1.75778000E+2	4.03850348E-6
1.76410000E+2	4.05241310E-6
1.77042000E+2	3.96895539E-6
1.77674000E+2	4.02459386E-6
1.78306000E+2	4.03851363E-6
1.78938000E+2	4.14979067E-6
1.79570000E+2	4.02924055E-6
1.80202000E+2	3.92723660E-6
1.80834000E+2	3.98750082E-6
1.81466000E+2	4.08950468E-6
1.82098000E+2	4.19150854E-6
1.82730000E+2	4.14050661E-6
1.83362000E+2	4.01995659E-6
1.83994000E+2	3.93185086E-6
1.84624000E+2	4.10803918E-6
1.85254000E+2	3.98748928E-6
1.85886000E+2	4.13585839E-6
1.86518000E+2	4.06167785E-6
1.87148000E+2	4.14977203E-6
1.87780000E+2	4.13586243E-6
1.88412000E+2	4.13122589E-6
1.89044000E+2	4.33059694E-6
1.89676000E+2	4.17295013E-6
1.90308000E+2	4.36768458E-6
1.90940000E+2	4.23786161E-6
1.91572000E+2	4.27031735E-6
1.92204000E+2	4.21468642E-6
1.92836000E+2	4.35378254E-6
1.93468000E+2	4.23786911E-6
1.94100000E+2	4.27496141E-6
1.94732000E+2	4.29350756E-6
1.95364000E+2	4.29814376E-6
1.95996000E+2	4.24250531E-6
1.96628000E+2	4.28423415E-6
1.97260000E+2	4.35841874E-6
1.97892000E+2	4.38160163E-6
1.98524000E+2	4.34450934E-6
1.99156000E+2	4.41405739E-6
1.99789000E+2	4.23323244E-6
2.00421000E+2	4.31205358E-6
2.01053000E+2	4.39551480E-6
2.01685000E+2	4.36769557E-6
2.02317000E+2	4.36769557E-6
2.02950000E+2	4.37233211E-6
2.03581000E+2	4.42797232E-6
2.04213000E+2	4.36306077E-6
2.04845000E+2	4.43724539E-6
2.05477000E+2	4.50679348E-6
2.06109000E+2	4.46506463E-6
2.06741000E+2	4.45115585E-6
2.07373000E+2	4.43260969E-6
2.08005000E+2	4.32133274E-6
2.08637000E+2	4.46506547E-6
2.09269000E+2	4.47433549E-6
2.09901000E+2	4.45578934E-6
2.10533000E+2	4.26569126E-6
2.11165000E+2	4.33987588E-6
2.11797000E+2	4.33523934E-6
2.12429000E+2	4.39088383E-6
2.13061000E+2	4.40015691E-6
2.13693000E+2	4.56243583E-6
2.14325000E+2	4.56707237E-6
2.14957000E+2	4.46969949E-6
2.15589000E+2	4.53924757E-6
2.16221000E+2	4.51606488E-6
2.16853000E+2	4.49288218E-6
2.17485000E+2	4.50215526E-6
2.18117000E+2	4.52067175E-6
2.18750000E+2	4.45576036E-6
2.19382000E+2	4.51603522E-6
2.20014000E+2	4.43257772E-6
2.20646000E+2	4.33521198E-6
2.21278000E+2	4.46039823E-6
2.21910000E+2	4.33984850E-6
2.22542000E+2	4.48821740E-6
2.23174000E+2	4.53921921E-6
2.23806000E+2	4.58559967E-6
2.24438000E+2	4.51605166E-6
2.25070000E+2	4.47895939E-6
2.25702000E+2	4.51141513E-6
2.26334000E+2	4.61343030E-6
2.26966000E+2	4.62733991E-6
2.27598000E+2	4.50215339E-6
2.28230000E+2	4.55779185E-6
2.28862000E+2	4.56242838E-6
2.29494000E+2	4.50680349E-6
2.30126000E+2	4.41407263E-6
2.30758000E+2	4.53925929E-6
2.31390000E+2	4.66444595E-6
2.32022000E+2	4.73398802E-6
2.32654000E+2	4.72007840E-6
2.33286000E+2	4.76644381E-6
2.33918000E+2	4.78962651E-6
2.34550000E+2	4.61807450E-6
2.35182000E+2	4.71079805E-6
2.35814000E+2	4.61806729E-6
2.36446000E+2	4.59024807E-6
2.37078000E+2	4.72934421E-6
2.37710000E+2	4.48824396E-6
2.38342000E+2	4.63197663E-6
2.38974000E+2	4.52997280E-6
2.39607000E+2	4.59488433E-6
2.40239000E+2	4.58561126E-6
2.40871000E+2	4.74789629E-6
2.41503000E+2	4.79889823E-6
2.42135000E+2	4.75716937E-6
2.42767000E+2	4.63198278E-6
2.43399000E+2	4.66907701E-6
2.44031000E+2	4.69689626E-6
2.44663000E+2	4.70616934E-6
2.45295000E+2	4.74326167E-6
2.45927000E+2	4.62734815E-6
2.46559000E+2	4.65516746E-6
2.47192000E+2	4.65053092E-6
2.47824000E+2	4.65053092E-6
2.48456000E+2	4.71080595E-6
2.49088000E+2	4.67834336E-6
2.49720000E+2	4.65052413E-6
2.50352000E+2	4.66443375E-6
2.50985000E+2	4.61343182E-6
2.51616000E+2	4.66907029E-6
2.52248000E+2	4.69225991E-6
2.52880000E+2	4.71544261E-6
2.53512000E+2	4.73398878E-6
2.54144000E+2	4.68298683E-6
2.54776000E+2	4.72006189E-6
2.55408000E+2	4.83597525E-6
2.56041000E+2	4.79888298E-6
2.56673000E+2	4.71542535E-6
2.57305000E+2	4.68760614E-6
2.57937000E+2	4.77103937E-6
2.58569000E+2	4.86376988E-6
2.59201000E+2	4.80349505E-6
2.59833000E+2	4.83131420E-6
2.60465000E+2	4.72470241E-6
2.61097000E+2	4.75715817E-6
2.61729000E+2	4.78961392E-6
2.62361000E+2	4.74788510E-6
2.62993000E+2	4.72006588E-6
2.63625000E+2	4.77108453E-6
2.64257000E+2	4.81281341E-6
2.64889000E+2	4.85454228E-6
2.65521000E+2	4.87308845E-6
2.66153000E+2	4.80817256E-6
2.66785000E+2	4.79889948E-6
2.67417000E+2	4.67834943E-6
2.68049000E+2	4.73862445E-6
2.68681000E+2	4.82208219E-6
2.69313000E+2	4.78497655E-6
2.69945000E+2	4.76643041E-6
2.70577000E+2	4.80815923E-6
2.71209000E+2	4.68297277E-6
2.71841000E+2	4.60877974E-6
2.72473000E+2	4.73396613E-6
2.73105000E+2	4.79887758E-6
2.73737000E+2	4.85915251E-6
2.74369000E+2	4.72932959E-6
2.75001000E+2	4.81743197E-6
2.75633000E+2	4.74324740E-6
2.76265000E+2	4.69688204E-6
2.76897000E+2	4.75715701E-6
2.77529000E+2	4.78034388E-6
2.78161000E+2	4.67834006E-6
2.78793000E+2	4.65052084E-6
2.79425000E+2	4.66906699E-6
2.80057000E+2	4.64124814E-6
2.80689000E+2	4.49751548E-6
2.81321000E+2	4.60415584E-6
2.81953000E+2	4.63197507E-6
2.82585000E+2	4.66443083E-6
2.83217000E+2	4.68297007E-6
2.83849000E+2	4.64124125E-6
2.84481000E+2	4.79424690E-6
2.85113000E+2	4.84524879E-6
2.85745000E+2	4.86844350E-6
2.86377000E+2	4.78034926E-6
2.87009000E+2	4.78498580E-6
2.87641000E+2	4.72471079E-6
2.88273000E+2	4.73862041E-6
2.88905000E+2	4.71080799E-6
2.89537000E+2	4.84990424E-6
2.90169000E+2	4.67371566E-6
2.90801000E+2	4.71080799E-6
2.91433000E+2	4.71080799E-6
2.92065000E+2	4.72006582E-6
2.92697000E+2	4.78034079E-6
2.93329000E+2	4.73861196E-6
2.93961000E+2	4.80816001E-6
2.94593000E+2	4.79423916E-6
2.95225000E+2	4.68759893E-6
2.95857000E+2	4.73396425E-6
2.96489000E+2	4.67368933E-6
2.97121000E+2	4.61341441E-6
2.97753000E+2	4.76176704E-6
2.98385000E+2	4.71540178E-6
2.99017000E+2	4.82204188E-6
2.99649000E+2	4.78494967E-6
3.00281000E+2	4.82207900E-6
3.00913000E+2	4.72471167E-6
3.01545000E+2	4.63198088E-6
3.02177000E+2	4.66443666E-6
3.02809000E+2	4.79889630E-6
3.03442000E+2	4.78965307E-6
3.04073000E+2	4.74792411E-6
3.04705000E+2	4.72937791E-6
3.05337000E+2	4.75719721E-6
3.05969000E+2	4.72471696E-6
3.06601000E+2	4.75717275E-6
3.07233000E+2	4.78499199E-6
3.07863000E+2	4.59489380E-6
3.08495000E+2	4.71544387E-6
3.09127000E+2	4.62734465E-6
3.09759000E+2	4.75716775E-6
3.10391000E+2	4.78035045E-6
3.11023000E+2	4.75253121E-6
3.11655000E+2	4.70617797E-6
3.12287000E+2	4.73399723E-6
3.12919000E+2	4.74790686E-6
3.13551000E+2	4.82209157E-6
3.14183000E+2	4.77108959E-6
3.14815000E+2	4.75256682E-6
3.15447000E+2	4.81284200E-6
3.16079000E+2	4.69692819E-6
3.16711000E+2	4.78038613E-6
3.17343000E+2	4.84529610E-6
3.17975000E+2	4.74792851E-6
3.18607000E+2	4.79893058E-6
3.19239000E+2	4.71083610E-6
3.19871000E+2	4.80820369E-6
3.20503000E+2	4.75718924E-6
3.21135000E+2	4.88237602E-6
3.21767000E+2	4.65982174E-6
3.22399000E+2	4.73400650E-6
3.23031000E+2	4.73863786E-6
3.23663000E+2	4.76182059E-6
3.24295000E+2	4.89164386E-6
3.24927000E+2	4.74791095E-6
3.25559000E+2	4.71081859E-6
3.26191000E+2	4.79889734E-6
3.26823000E+2	4.75716848E-6
3.27455000E+2	4.52534149E-6
3.28087000E+2	4.53925111E-6
3.28719000E+2	4.65517532E-6
3.29351000E+2	4.67372150E-6
3.29983000E+2	4.75254274E-6
3.30615000E+2	4.60880989E-6
3.31247000E+2	4.79890818E-6
3.31879000E+2	4.73864521E-6
3.32511000E+2	4.64591425E-6
3.33143000E+2	4.72937211E-6
3.33775000E+2	4.71546247E-6
3.34407000E+2	4.65517524E-6
3.35039000E+2	4.64126561E-6
3.35672000E+2	4.57635400E-6
3.36303000E+2	4.55317128E-6
3.36935000E+2	4.73399648E-6
3.37567000E+2	4.68298770E-6
3.38199000E+2	4.62734921E-6
3.38831000E+2	4.50216259E-6
3.39463000E+2	4.69226079E-6
3.40095000E+2	4.70615710E-6
3.40727000E+2	4.77106861E-6
3.41359000E+2	4.65051867E-6
3.41991000E+2	4.70615710E-6
3.42623000E+2	4.55778794E-6
3.43255000E+2	4.72933800E-6
3.43887000E+2	4.75252068E-6
3.44520000E+2	4.77106683E-6
3.45153000E+2	4.78961297E-6
3.45786000E+2	4.85454826E-6
3.46417000E+2	4.74327119E-6
3.47050000E+2	4.73399810E-6
3.47682000E+2	4.59026523E-6
3.48314000E+2	4.69226920E-6
3.48946000E+2	4.57635044E-6
3.49578000E+2	4.59489661E-6
3.50210000E+2	4.65517166E-6
3.50842000E+2	4.63662549E-6
3.51474000E+2	4.71079309E-6
3.52106000E+2	4.80816035E-6
3.52738000E+2	4.76179499E-6
3.53370000E+2	4.80352381E-6
3.54002000E+2	4.73397577E-6
3.54634000E+2	4.55314332E-6
3.55266000E+2	4.65978359E-6
3.55898000E+2	4.61805479E-6
3.56530000E+2	4.76178732E-6
3.57162000E+2	4.74788601E-6
3.57794000E+2	4.75715908E-6
3.58426000E+2	4.68297450E-6
3.59058000E+2	4.60878992E-6
3.59690000E+2	4.65979182E-6
3.60322000E+2	4.68763473E-6
3.60954000E+2	4.72472710E-6
3.61586000E+2	4.59954038E-6
3.62219000E+2	4.64126928E-6
3.62851000E+2	4.45582306E-6
3.63483000E+2	4.44654996E-6
3.64115000E+2	4.75719887E-6
3.64747000E+2	4.71546991E-6
3.65379000E+2	4.65983130E-6
3.66011000E+2	4.65983593E-6
3.66643000E+2	4.62274351E-6
3.67275000E+2	4.64128972E-6
3.67907000E+2	4.59028764E-6
3.68539000E+2	4.68764497E-6
3.69171000E+2	4.70155461E-6
3.69803000E+2	4.66909877E-6
3.70435000E+2	4.73864700E-6
3.71067000E+2	4.51609266E-6
3.71699000E+2	4.57171933E-6
3.72331000E+2	4.52071734E-6
3.72963000E+2	4.40016719E-6
3.73595000E+2	4.63199441E-6
3.74227000E+2	4.66445401E-6
3.74859000E+2	4.60881546E-6
3.75491000E+2	4.50681145E-6
3.76123000E+2	4.53926727E-6
3.76755000E+2	4.64590783E-6
3.77387000E+2	4.64127461E-6
3.78019000E+2	4.66909389E-6
3.78651000E+2	4.71545936E-6
3.79284000E+2	4.65982079E-6
3.79916000E+2	4.72473179E-6
3.80548000E+2	4.69691251E-6
3.81180000E+2	4.71545870E-6
3.81812000E+2	4.63663740E-6
3.82444000E+2	4.66445668E-6
3.83076000E+2	4.79892715E-6
3.83708000E+2	4.71083269E-6
3.84340000E+2	4.64128443E-6
3.84972000E+2	4.59028237E-6
3.85604000E+2	4.57636977E-6
3.86236000E+2	4.59491597E-6
3.86868000E+2	4.71546626E-6
3.87500000E+2	4.73401246E-6
3.88132000E+2	4.64128147E-6
3.88764000E+2	4.69226537E-6
3.89396000E+2	4.75717697E-6
3.90028000E+2	4.79426932E-6
3.90660000E+2	4.74326734E-6
3.91292000E+2	4.66443766E-6
3.91924000E+2	4.69689344E-6
3.92556000E+2	4.63661842E-6
3.93189000E+2	4.57634340E-6
3.93821000E+2	4.56243378E-6
3.94453000E+2	4.56707927E-6
3.95085000E+2	4.65053704E-6
3.95717000E+2	4.78963334E-6
3.96349000E+2	4.58098890E-6
3.96981000E+2	4.56246070E-6
3.97613000E+2	4.65519169E-6
3.98245000E+2	4.60882620E-6
3.98877000E+2	4.67837444E-6
3.99509000E+2	4.69692064E-6
4.00141000E+2	4.52537662E-6
4.00773000E+2	4.59956147E-6
4.01405000E+2	4.53464973E-6
4.02037000E+2	4.62274423E-6
4.02669000E+2	4.67837179E-6
4.03301000E+2	4.69228143E-6
4.03933000E+2	4.62273320E-6
4.04565000E+2	4.64127940E-6
4.05197000E+2	4.56245807E-6
4.05829000E+2	4.70618403E-6
4.06461000E+2	4.64127238E-6
4.07093000E+2	4.48826636E-6
4.07725000E+2	4.61808965E-6
4.08357000E+2	4.63662234E-6
4.08989000E+2	4.59025693E-6
4.09621000E+2	4.68762430E-6
4.10253000E+2	4.63662234E-6
4.10885000E+2	4.79426475E-6
4.11517000E+2	4.57633677E-6
4.12150000E+2	4.65979445E-6
4.12782000E+2	4.65979445E-6
4.13414000E+2	4.72006943E-6
4.14046000E+2	4.63661965E-6
4.14678000E+2	4.66907543E-6
4.15310000E+2	4.59489079E-6
4.15942000E+2	4.58561771E-6
4.16575000E+2	4.60880041E-6
4.17206000E+2	4.66444689E-6
4.17838000E+2	4.67371997E-6
4.18470000E+2	4.71081232E-6
4.19102000E+2	4.73863158E-6
4.19734000E+2	4.71544788E-6
4.20366000E+2	4.75254022E-6
4.20998000E+2	4.70617480E-6
4.21630000E+2	4.81745182E-6
4.22262000E+2	4.65980937E-6
4.22894000E+2	4.56245655E-6
4.23526000E+2	4.55782000E-6
4.24158000E+2	4.69691645E-6
4.24790000E+2	4.59491239E-6
4.25422000E+2	4.62276540E-6
4.26054000E+2	4.57639979E-6
4.26686000E+2	4.58567291E-6
4.27318000E+2	4.74795254E-6
4.27950000E+2	4.71549661E-6
4.28582000E+2	4.67838879E-6
4.29214000E+2	4.74793712E-6
4.29846000E+2	4.66447912E-6
4.30478000E+2	4.62738668E-6
4.31110000E+2	4.62736050E-6
4.31742000E+2	4.71081832E-6
4.32375000E+2	4.69690869E-6
4.33007000E+2	4.66445287E-6
4.33639000E+2	4.64590669E-6
4.34271000E+2	4.70618180E-6
4.34903000E+2	4.82673198E-6
4.35535000E+2	4.72936453E-6
4.36167000E+2	4.65981634E-6
4.36799000E+2	4.74328361E-6
4.37431000E+2	4.78964910E-6
4.38063000E+2	4.66446228E-6
4.38695000E+2	4.72010087E-6
4.39327000E+2	4.68300848E-6
4.39959000E+2	4.77574443E-6
4.40591000E+2	4.87311200E-6
4.41223000E+2	4.68764997E-6
4.41855000E+2	4.72937892E-6
4.42487000E+2	4.78964589E-6
4.43119000E+2	4.68300529E-6
4.43751000E+2	4.74791696E-6
4.44383000E+2	4.63200327E-6
4.45015000E+2	4.68300529E-6
4.45647000E+2	4.59493252E-6
4.46279000E+2	4.57638630E-6
4.46911000E+2	4.69230019E-6
4.47543000E+2	4.66448085E-6
4.48175000E+2	4.75720421E-6
4.48807000E+2	4.77111386E-6
4.49439000E+2	4.80356973E-6
4.50071000E+2	4.75720421E-6
4.50703000E+2	4.67838281E-6
4.51335000E+2	4.72007823E-6
4.51967000E+2	4.69689553E-6
4.52599000E+2	4.53925315E-6
4.53231000E+2	4.62734742E-6
4.53863000E+2	4.69227672E-6
4.54495000E+2	4.68764017E-6
4.55127000E+2	4.89164824E-6
4.55759000E+2	4.61809196E-6
4.56391000E+2	4.47899555E-6
4.57023000E+2	4.50682367E-6
4.57655000E+2	4.41872921E-6
4.58287000E+2	4.57173537E-6
4.58920000E+2	4.60419123E-6
4.59552000E+2	4.58100089E-6
4.60184000E+2	4.68300494E-6
4.60816000E+2	4.72937042E-6
4.61448000E+2	4.64127601E-6
4.62080000E+2	4.60882018E-6
4.62712000E+2	4.68765279E-6
4.63344000E+2	4.60883141E-6
4.63976000E+2	4.57637554E-6
4.64608000E+2	4.58101210E-6
4.65240000E+2	4.64592633E-6
4.65872000E+2	4.59956080E-6
4.66504000E+2	4.53928562E-6
4.67136000E+2	4.67374565E-6
4.67768000E+2	4.56246838E-6
4.68400000E+2	4.56709850E-6
4.69032000E+2	4.58100815E-6
4.69664000E+2	4.54855230E-6
4.70297000E+2	4.52536954E-6
4.70929000E+2	4.63663759E-6
4.71561000E+2	4.63663759E-6
4.72193000E+2	4.66909342E-6
4.72825000E+2	4.72009544E-6
4.73457000E+2	4.54390665E-6
4.74089000E+2	4.65981846E-6
4.74721000E+2	4.49753934E-6
4.75353000E+2	4.61808954E-6
4.75985000E+2	4.69227428E-6
4.76617000E+2	4.69226777E-6
4.77249000E+2	4.58099072E-6
4.77881000E+2	4.70154086E-6
4.78513000E+2	4.66444851E-6
4.79145000E+2	4.74326976E-6
4.79777000E+2	4.58563512E-6
4.80409000E+2	4.74791426E-6
4.81041000E+2	4.65054677E-6
4.81673000E+2	4.84991828E-6
