# Mess-Beginn: 08.11.2018 11:12:11
# Zeit	Zeit
5.44340000E+1	-2.13283476E-7
5.50660000E+1	-1.90100540E-7
5.56980000E+1	-2.73559111E-7
5.63300000E+1	-1.39098004E-7
5.69620000E+1	-2.82832440E-7
5.75940000E+1	-2.82832440E-7
5.82260000E+1	-1.99373762E-7
5.88580000E+1	-1.25188148E-7
5.94900000E+1	-2.68922661E-7
6.01230000E+1	-2.31830014E-7
6.07550000E+1	-2.92105811E-7
6.13870000E+1	-2.27193414E-7
6.20190000E+1	-1.15914865E-7
6.26510000E+1	-2.78195780E-7
6.32830000E+1	-2.22556694E-7
6.39150000E+1	-3.66291001E-7
6.45470000E+1	-1.85463969E-7
6.51790000E+1	-3.57017530E-7
6.58110000E+1	-2.36466355E-7
6.64430000E+1	-1.66917600E-7
6.70750000E+1	-2.78195608E-7
6.77070000E+1	-1.57644418E-7
6.83390000E+1	-1.90100571E-7
6.89710000E+1	-1.90100571E-7
6.96030000E+1	-1.39097978E-7
7.02360000E+1	-2.04010348E-7
7.08680000E+1	-1.94737187E-7
7.15000000E+1	-2.36466550E-7
7.21320000E+1	-2.92105700E-7
7.27640000E+1	-1.90100591E-7
7.33960000E+1	-2.96742296E-7
7.40280000E+1	-3.06015517E-7
7.46600000E+1	-1.48371180E-7
7.52920000E+1	-2.64286146E-7
7.59240000E+1	-2.50376355E-7
7.65560000E+1	-3.10652248E-7
7.71880000E+1	-1.43734551E-7
7.78200000E+1	-1.43734551E-7
7.84520000E+1	-2.96742445E-7
7.90840000E+1	-2.68922839E-7
7.97160000E+1	-2.36466616E-7
8.03480000E+1	-2.36466616E-7
8.09800000E+1	-2.45739816E-7
8.16120000E+1	-4.59023415E-7
8.22440000E+1	-3.61654657E-7
8.28760000E+1	-3.38471675E-7
8.35080000E+1	-2.82832520E-7
8.41400000E+1	-2.27193364E-7
8.47720000E+1	-2.92105712E-7
8.54040000E+1	-2.13283443E-7
8.60360000E+1	-1.53007817E-7
8.66680000E+1	-1.94737106E-7
8.73000000E+1	-2.92105374E-7
8.79320000E+1	-2.78195652E-7
8.85640000E+1	-2.87468823E-7
8.91960000E+1	-2.96741994E-7
8.98280000E+1	-3.38471263E-7
9.04600000E+1	-2.45739554E-7
9.10920000E+1	-3.33835126E-7
9.17240000E+1	-2.92105748E-7
9.23560000E+1	-2.64286163E-7
9.29880000E+1	-3.33835126E-7
9.36200000E+1	-1.76190826E-7
9.42520000E+1	-2.78196095E-7
9.48840000E+1	-2.96742508E-7
9.55160000E+1	-1.90100635E-7
9.61480000E+1	-2.27193461E-7
9.67800000E+1	-1.85464010E-7
9.74120000E+1	-2.82832581E-7
9.80440000E+1	-7.88219657E-8
9.86760000E+1	-3.24558264E-8
9.93080000E+1	-6.95488671E-8
9.99400000E+1	-6.49122596E-8
1.00572000E+2	-1.90100569E-7
1.01204000E+2	-2.31829899E-7
1.01836000E+2	-2.68922636E-7
1.02468000E+2	-1.53007801E-7
1.03100000E+2	-6.95488646E-8
1.03732000E+2	-5.56390418E-8
1.04364000E+2	-1.57644409E-7
1.04996000E+2	-3.38471756E-7
1.05628000E+2	-3.38471756E-7
1.06260000E+2	-4.54386716E-7
1.06892000E+2	-1.94737205E-7
1.07524000E+2	-2.87469173E-7
1.08156000E+2	-2.55013133E-7
1.08788000E+2	-3.15289008E-7
1.09420000E+2	-2.41103315E-7
1.10052000E+2	-2.13283680E-7
1.10684000E+2	-2.08647068E-7
1.11316000E+2	-2.92105960E-7
1.11948000E+2	-2.92105960E-7
1.12580000E+2	-2.04010462E-7
1.13212000E+2	-2.78196144E-7
1.13844000E+2	-2.96742279E-7
1.14476000E+2	-2.08646969E-7
1.15108000E+2	-3.33835041E-7
1.15740000E+2	-2.41103136E-7
1.16372000E+2	-2.17920045E-7
1.17004000E+2	-2.41102973E-7
1.17636000E+2	-8.80954005E-8
1.18268000E+2	-1.90100531E-7
1.18900000E+2	-2.13283459E-7
1.19532000E+2	-2.59649334E-7
1.20164000E+2	-2.17920055E-7
1.20796000E+2	-1.85463949E-7
1.21428000E+2	1.03164392E-5
1.22060000E+2	1.03628106E-5
1.22692000E+2	1.05019088E-5
1.23324000E+2	1.05529114E-5
1.23956000E+2	1.05343650E-5
1.24588000E+2	1.06224605E-5
1.25220000E+2	1.04740860E-5
1.25852000E+2	1.03999003E-5
1.26484000E+2	1.03488977E-5
1.27116000E+2	1.04462663E-5
1.27748000E+2	1.04462695E-5
1.28380000E+2	1.05668212E-5
1.29012000E+2	1.04277230E-5
1.29644000E+2	1.03349910E-5
1.30276000E+2	1.02932615E-5
1.30908000E+2	1.03581881E-5
1.31540000E+2	1.04184641E-5
1.32172000E+2	1.03210952E-5
1.32804000E+2	1.03860078E-5
1.33436000E+2	1.03535493E-5
1.34068000E+2	1.03350029E-5
1.34700000E+2	1.04277350E-5
1.35332000E+2	1.03720957E-5
1.35964000E+2	1.03210930E-5
1.36597000E+2	1.03210926E-5
1.37229000E+2	1.03257292E-5
1.37861000E+2	1.05807427E-5
1.38493000E+2	1.05251034E-5
1.39125000E+2	1.05065563E-5
1.39757000E+2	1.03442750E-5
1.40389000E+2	1.04880099E-5
1.41021000E+2	1.04045509E-5
1.41653000E+2	1.03859999E-5
1.42285000E+2	1.04184561E-5
1.42917000E+2	1.03906365E-5
1.43549000E+2	1.03581802E-5
1.44181000E+2	1.03767267E-5
1.44813000E+2	1.04648318E-5
1.45445000E+2	1.03674630E-5
1.46077000E+2	1.03396433E-5
1.46709000E+2	1.04231023E-5
1.47341000E+2	1.05019281E-5
1.47973000E+2	1.03813762E-5
1.48605000E+2	1.04138325E-5
1.49237000E+2	1.03211002E-5
1.49869000E+2	1.04462887E-5
1.50501000E+2	1.03581962E-5
1.51133000E+2	1.03860159E-5
1.51765000E+2	1.03489230E-5
1.52397000E+2	1.04277454E-5
1.53029000E+2	1.04741190E-5
1.53661000E+2	1.04370260E-5
1.54293000E+2	1.03489303E-5
1.54925000E+2	1.02747444E-5
1.55557000E+2	1.04555725E-5
1.56189000E+2	1.04648497E-5
1.56821000E+2	1.04880328E-5
1.57453000E+2	1.03813906E-5
1.58085000E+2	1.03442976E-5
1.58717000E+2	1.05668400E-5
1.59349000E+2	1.03350094E-5
1.59981000E+2	1.03860121E-5
1.60613000E+2	1.04138318E-5
1.61245000E+2	1.03628290E-5
1.61877000E+2	1.04509068E-5
1.62509000E+2	1.04555434E-5
1.63141000E+2	1.03025354E-5
1.63773000E+2	1.03025354E-5
1.64405000E+2	1.03952706E-5
1.65037000E+2	1.03859974E-5
1.65669000E+2	1.02468992E-5
1.66301000E+2	1.04230902E-5
1.66933000E+2	1.05621884E-5
1.67565000E+2	1.04694648E-5
1.68197000E+2	1.05158309E-5
1.68829000E+2	1.05575604E-5
1.69461000E+2	1.06039265E-5
1.70093000E+2	1.05482822E-5
1.70725000E+2	1.04787331E-5
1.71357000E+2	1.04880064E-5
1.71989000E+2	1.04740965E-5
1.72621000E+2	1.04740965E-5
1.73253000E+2	1.04509125E-5
1.73885000E+2	1.03581804E-5
1.74517000E+2	1.04184563E-5
1.75149000E+2	1.02839947E-5
1.75781000E+2	1.03813837E-5
1.76413000E+2	1.03442907E-5
1.77045000E+2	1.03860203E-5
1.77677000E+2	1.04416597E-5
1.78310000E+2	1.05251188E-5
1.78942000E+2	1.05065710E-5
1.79574000E+2	1.05622104E-5
1.80206000E+2	1.04462950E-5
1.80838000E+2	1.04509316E-5
1.81470000E+2	1.04370137E-5
1.82102000E+2	1.03164618E-5
1.82734000E+2	1.04416503E-5
1.83366000E+2	1.04370137E-5
1.83998000E+2	1.03442815E-5
1.84630000E+2	1.03442868E-5
1.85262000E+2	1.02608278E-5
1.85894000E+2	1.02515545E-5
1.86526000E+2	1.03952896E-5
1.87158000E+2	1.03674662E-5
1.87790000E+2	1.04555619E-5
1.88422000E+2	1.04416520E-5
1.89054000E+2	1.03721028E-5
1.89686000E+2	1.04045488E-5
1.90318000E+2	1.04138220E-5
1.90950000E+2	1.03535461E-5
1.91582000E+2	1.02515407E-5
1.92214000E+2	1.03535461E-5
1.92846000E+2	1.03118075E-5
1.93478000E+2	1.04740886E-5
1.94110000E+2	1.04509056E-5
1.94742000E+2	1.03581735E-5
1.95374000E+2	1.05065397E-5
1.96006000E+2	2.10965381E-5
1.96638000E+2	2.09342571E-5
1.97270000E+2	2.09991695E-5
1.97902000E+2	2.09388937E-5
1.98534000E+2	2.09713409E-5
1.99166000E+2	2.09898873E-5
1.99798000E+2	2.08554259E-5
2.00431000E+2	2.10316167E-5
2.01063000E+2	2.10270369E-5
2.01695000E+2	2.11058593E-5
2.02327000E+2	2.09528511E-5
2.02959000E+2	2.11522254E-5
2.03591000E+2	2.09111216E-5
2.04223000E+2	2.10224185E-5
2.04855000E+2	2.09250495E-5
2.05487000E+2	2.08786834E-5
2.06119000E+2	2.09018665E-5
2.06751000E+2	2.09713697E-5
2.07383000E+2	2.09574599E-5
2.08015000E+2	2.10270090E-5
2.08647000E+2	2.11151045E-5
2.09279000E+2	2.09899161E-5
2.09912000E+2	2.08229988E-5
2.10544000E+2	2.09667336E-5
2.11176000E+2	2.09250041E-5
2.11808000E+2	2.10038264E-5
2.12440000E+2	2.11058431E-5
2.13072000E+2	2.11336627E-5
2.13704000E+2	2.10409305E-5
2.14336000E+2	2.10223841E-5
2.14968000E+2	2.10270207E-5
2.15600000E+2	2.10548469E-5
2.16232000E+2	2.10455737E-5
2.16864000E+2	2.09945710E-5
2.17496000E+2	2.09250219E-5
2.18129000E+2	2.09621096E-5
2.18761000E+2	2.10084757E-5
2.19393000E+2	2.09621096E-5
2.20025000E+2	2.10270222E-5
2.20657000E+2	2.09574730E-5
2.21289000E+2	2.09945464E-5
2.21921000E+2	2.09157241E-5
2.22553000E+2	2.09249973E-5
2.23185000E+2	2.11058249E-5
2.23817000E+2	2.11428904E-5
2.24449000E+2	2.11846198E-5
2.25081000E+2	2.10547950E-5
2.25713000E+2	2.09666997E-5
2.26345000E+2	2.10130657E-5
2.26977000E+2	2.09296264E-5
2.27609000E+2	2.10687245E-5
2.28241000E+2	2.09435362E-5
2.28873000E+2	2.10130853E-5
2.29505000E+2	2.08276573E-5
2.30138000E+2	2.09713923E-5
2.30770000E+2	2.11290371E-5
2.31402000E+2	2.09342994E-5
2.32034000E+2	2.09342994E-5
2.32666000E+2	2.09574895E-5
2.33298000E+2	2.10084922E-5
2.33930000E+2	2.10734048E-5
2.34562000E+2	2.10873146E-5
2.35194000E+2	2.09945833E-5
2.35826000E+2	2.08925778E-5
2.36458000E+2	2.08740314E-5
2.37090000E+2	2.09482172E-5
2.37722000E+2	2.10084931E-5
2.38354000E+2	2.09899595E-5
2.38986000E+2	2.09157736E-5
2.39618000E+2	2.09528666E-5
2.40250000E+2	2.09760496E-5
2.40882000E+2	2.10594917E-5
2.41514000E+2	2.10363086E-5
2.42146000E+2	2.10873113E-5
2.42778000E+2	2.09482130E-5
2.43410000E+2	2.09667594E-5
2.44042000E+2	2.09156971E-5
2.44674000E+2	2.10408853E-5
2.45306000E+2	2.09388801E-5
2.45938000E+2	2.10130657E-5
2.46570000E+2	2.10640687E-5
2.47202000E+2	2.10455223E-5
2.47834000E+2	2.10547955E-5
2.48466000E+2	2.09991563E-5
2.49098000E+2	2.11846202E-5
2.49730000E+2	2.11151043E-5
2.50362000E+2	2.11939266E-5
2.50994000E+2	2.10733749E-5
2.51624000E+2	2.11382874E-5
2.52256000E+2	2.10455751E-5
2.52888000E+2	2.10455751E-5
2.53520000E+2	2.09713893E-5
2.54152000E+2	2.09342964E-5
2.54784000E+2	2.11475805E-5
2.55416000E+2	2.11290197E-5
2.56048000E+2	2.10919268E-5
2.56680000E+2	2.11151099E-5
2.57312000E+2	2.11151099E-5
2.57944000E+2	2.09203798E-5
2.58576000E+2	2.10177486E-5
2.59208000E+2	2.10131120E-5
2.59840000E+2	2.10594781E-5
2.60472000E+2	2.10687513E-5
2.61104000E+2	2.09806918E-5
2.61736000E+2	2.10409678E-5
2.62368000E+2	2.10595142E-5
2.63000000E+2	2.10687875E-5
2.63632000E+2	2.09806856E-5
2.64264000E+2	2.10131419E-5
2.64896000E+2	2.11012376E-5
2.65528000E+2	2.10363250E-5
2.66160000E+2	2.10177786E-5
2.66792000E+2	2.10919324E-5
2.67424000E+2	2.11243886E-5
2.68056000E+2	2.09760171E-5
2.68688000E+2	2.09992002E-5
2.69320000E+2	2.09574624E-5
2.69952000E+2	2.09991919E-5
2.70584000E+2	2.09250062E-5
2.71216000E+2	2.10177383E-5
2.71848000E+2	3.15892223E-5
2.72480000E+2	3.16587715E-5
2.73112000E+2	3.16958643E-5
2.73744000E+2	3.17005009E-5
2.74376000E+2	3.16541348E-5
2.75008000E+2	3.17421951E-5
2.75640000E+2	3.16401898E-5
2.76272000E+2	3.16077336E-5
2.76904000E+2	3.16819193E-5
2.77536000E+2	3.17190084E-5
2.78168000E+2	3.17143718E-5
2.78800000E+2	3.17468281E-5
2.79432000E+2	3.17236450E-5
2.80064000E+2	3.17097352E-5
2.80696000E+2	3.17190768E-5
2.81328000E+2	3.18257189E-5
2.81960000E+2	3.18628118E-5
2.82592000E+2	3.17422598E-5
2.83224000E+2	3.16402509E-5
2.83856000E+2	3.16309777E-5
2.84488000E+2	3.15892482E-5
2.85120000E+2	3.17144368E-5
2.85752000E+2	3.18071690E-5
2.86384000E+2	3.17004780E-5
2.87016000E+2	3.17004780E-5
2.87648000E+2	3.16680218E-5
2.88280000E+2	3.17004780E-5
2.88912000E+2	3.15845631E-5
2.89544000E+2	3.16726586E-5
2.90176000E+2	3.16819318E-5
2.90808000E+2	3.16865684E-5
2.91440000E+2	3.17097515E-5
2.92072000E+2	3.16262745E-5
2.92704000E+2	3.16355477E-5
2.93336000E+2	3.16401843E-5
2.93968000E+2	3.16309111E-5
2.94600000E+2	3.16401961E-5
2.95232000E+2	3.16309229E-5
2.95864000E+2	3.16355595E-5
2.96496000E+2	3.17282916E-5
2.97128000E+2	3.16772890E-5
2.97760000E+2	3.17143771E-5
2.98392000E+2	3.18442020E-5
2.99024000E+2	3.17097405E-5
2.99656000E+2	3.18210190E-5
3.00288000E+2	3.17190316E-5
3.00920000E+2	3.16633923E-5
3.01552000E+2	3.16680290E-5
3.02184000E+2	3.16170263E-5
3.02816000E+2	3.15613870E-5
3.03448000E+2	3.17422465E-5
3.04080000E+2	3.16819705E-5
3.04712000E+2	3.17422465E-5
3.05344000E+2	3.17747027E-5
3.05976000E+2	3.16216978E-5
3.06608000E+2	3.16448809E-5
3.07240000E+2	3.15660584E-5
3.07872000E+2	3.14825994E-5
3.08504000E+2	3.16587907E-5
3.09136000E+2	3.15660964E-5
3.09768000E+2	3.17005583E-5
3.10400000E+2	3.17979273E-5
3.11032000E+2	3.16541921E-5
3.11664000E+2	3.16494918E-5
3.12296000E+2	3.15335766E-5
3.12928000E+2	3.16263088E-5
3.13560000E+2	3.17375874E-5
3.14192000E+2	3.16680382E-5
3.14824000E+2	3.16494528E-5
3.15456000E+2	3.16772724E-5
3.16088000E+2	3.16819090E-5
3.16720000E+2	3.16865456E-5
3.17352000E+2	3.15613726E-5
3.17984000E+2	3.16401949E-5
3.18616000E+2	3.16865609E-5
3.19248000E+2	3.16309217E-5
3.19880000E+2	3.16448315E-5
3.20512000E+2	3.17421989E-5
3.21144000E+2	3.17561087E-5
3.21776000E+2	3.15428249E-5
3.22408000E+2	3.16077373E-5
3.23040000E+2	3.17004859E-5
3.23672000E+2	3.17700351E-5
3.24304000E+2	3.17561252E-5
3.24936000E+2	3.16865761E-5
3.25568000E+2	3.16216636E-5
3.26200000E+2	3.17560959E-5
3.26832000E+2	3.16865468E-5
3.27464000E+2	3.16772736E-5
3.28096000E+2	3.18024619E-5
3.28728000E+2	3.16958346E-5
3.29360000E+2	3.17375641E-5
3.29992000E+2	3.17375641E-5
3.30625000E+2	3.15381900E-5
3.31257000E+2	3.15567198E-5
3.31889000E+2	3.15242636E-5
3.32521000E+2	3.16540885E-5
3.33153000E+2	3.16865447E-5
3.33785000E+2	3.17700036E-5
3.34417000E+2	3.16911636E-5
3.35049000E+2	3.16123414E-5
3.35681000E+2	3.16030682E-5
3.36313000E+2	3.16540708E-5
3.36945000E+2	3.17282959E-5
3.37577000E+2	3.17422057E-5
3.38209000E+2	3.17190227E-5
3.38841000E+2	3.16819298E-5
3.39473000E+2	3.16819298E-5
3.40105000E+2	3.15845695E-5
3.40737000E+2	3.16216623E-5
3.41369000E+2	3.16587552E-5
3.42001000E+2	3.17932168E-5
3.42633000E+2	3.16263570E-5
3.43265000E+2	3.18489146E-5
3.43897000E+2	3.18720977E-5
3.44529000E+2	3.16912697E-5
3.45161000E+2	3.16078106E-5
3.45794000E+2	3.18257557E-5
3.46426000E+2	3.17979359E-5
3.47058000E+2	3.17886627E-5
3.47690000E+2	3.17515697E-5
3.48322000E+2	3.16912816E-5
3.48954000E+2	3.18025604E-5
3.49586000E+2	3.17283746E-5
3.50218000E+2	3.17701041E-5
3.50850000E+2	3.16634619E-5
3.51482000E+2	3.16958992E-5
3.52114000E+2	3.18535441E-5
3.52746000E+2	3.18303610E-5
3.53378000E+2	3.18210878E-5
3.54010000E+2	3.18952619E-5
3.54642000E+2	3.18488958E-5
3.55274000E+2	3.18118028E-5
3.55906000E+2	3.18257127E-5
3.56538000E+2	3.17886198E-5
3.57170000E+2	3.17143310E-5
3.57802000E+2	3.17004212E-5
3.58434000E+2	3.17467871E-5
3.59066000E+2	3.17143310E-5
3.59698000E+2	3.15890834E-5
3.60330000E+2	3.17235445E-5
3.60962000E+2	3.16308127E-5
3.61594000E+2	3.16771786E-5
3.62226000E+2	3.17049981E-5
3.62858000E+2	3.15613784E-5
3.63490000E+2	3.15242855E-5
3.64122000E+2	3.17514793E-5
3.64754000E+2	3.16262909E-5
3.65386000E+2	3.16726975E-5
3.66018000E+2	3.17839762E-5
3.66650000E+2	3.18117959E-5
3.67282000E+2	3.16031483E-5
3.67914000E+2	3.17932494E-5
3.68546000E+2	3.18349520E-5
3.69178000E+2	3.17607662E-5
3.69810000E+2	3.16819439E-5
3.70442000E+2	3.16309412E-5
3.71074000E+2	3.17793189E-5
3.71706000E+2	3.16726769E-5
3.72338000E+2	3.17236796E-5
3.72970000E+2	3.17839555E-5
3.73602000E+2	3.17746823E-5
3.74234000E+2	3.18489000E-5
3.74866000E+2	4.24018328E-5
3.75498000E+2	4.24064694E-5
3.76130000E+2	4.23740131E-5
3.76762000E+2	4.23925911E-5
3.77394000E+2	4.24992333E-5
3.78026000E+2	4.23462249E-5
3.78658000E+2	4.24528671E-5
3.79290000E+2	4.25177797E-5
3.79922000E+2	4.23600964E-5
3.80554000E+2	4.23183668E-5
3.81186000E+2	4.23183668E-5
3.81818000E+2	4.23693696E-5
3.82450000E+2	4.23090546E-5
3.83082000E+2	4.23832403E-5
3.83714000E+2	4.22905081E-5
3.84346000E+2	4.23415108E-5
3.84978000E+2	4.22858887E-5
3.85610000E+2	4.23739843E-5
3.86242000E+2	4.22580691E-5
3.86874000E+2	4.24620800E-5
3.87506000E+2	4.23276182E-5
3.88138000E+2	4.22858283E-5
3.88770000E+2	4.23043747E-5
3.89402000E+2	4.22765551E-5
3.90035000E+2	4.23507408E-5
3.90664000E+2	4.23878232E-5
3.91296000E+2	4.23924598E-5
3.91928000E+2	4.24295526E-5
3.92560000E+2	4.24388258E-5
3.93192000E+2	4.23924598E-5
3.93824000E+2	4.22673324E-5
3.94456000E+2	4.24527968E-5
3.95088000E+2	4.24064307E-5
3.95720000E+2	4.24110673E-5
3.96352000E+2	4.22998037E-5
3.96984000E+2	4.24064458E-5
3.97616000E+2	4.24435387E-5
3.98248000E+2	4.23647163E-5
3.98880000E+2	4.22858939E-5
3.99512000E+2	4.22534300E-5
4.00144000E+2	4.24203480E-5
4.00776000E+2	4.23415256E-5
4.01408000E+2	4.23878917E-5
4.02040000E+2	4.24156647E-5
4.02672000E+2	4.24852137E-5
4.03304000E+2	4.24017548E-5
4.03936000E+2	4.24017548E-5
4.04568000E+2	4.24527575E-5
4.05200000E+2	4.25269382E-5
4.05832000E+2	4.22719249E-5
4.06464000E+2	4.22301955E-5
4.07096000E+2	4.23507472E-5
4.07728000E+2	4.22348961E-5
4.08360000E+2	4.23832677E-5
4.08992000E+2	4.22951720E-5
4.09624000E+2	4.23879043E-5
4.10256000E+2	4.24899097E-5
4.10888000E+2	4.23462190E-5
4.11520000E+2	4.23415824E-5
4.12152000E+2	4.23554923E-5
4.12784000E+2	4.22256670E-5
4.13416000E+2	4.22534267E-5
4.14048000E+2	4.23600687E-5
4.14680000E+2	4.23137026E-5
4.15313000E+2	4.23229758E-5
4.15945000E+2	4.23693419E-5
4.16577000E+2	4.24435129E-5
4.17209000E+2	4.24342397E-5
4.17841000E+2	4.25176986E-5
4.18473000E+2	4.24203299E-5
4.19105000E+2	4.24992031E-5
4.19737000E+2	4.24992031E-5
4.20369000E+2	4.22720090E-5
4.21001000E+2	4.22812823E-5
4.21633000E+2	4.22859189E-5
4.22265000E+2	4.23230316E-5
4.22897000E+2	4.23554879E-5
4.23529000E+2	4.22859386E-5
4.24161000E+2	4.23462146E-5
4.24793000E+2	4.24018424E-5
4.25425000E+2	4.23230199E-5
4.26057000E+2	4.23740227E-5
4.26689000E+2	4.24713916E-5
4.27321000E+2	4.22024679E-5
4.27953000E+2	4.23461353E-5
4.28585000E+2	4.23878647E-5
4.29217000E+2	4.23878647E-5
4.29849000E+2	4.23554085E-5
4.30481000E+2	4.23229738E-5
4.31113000E+2	4.24296158E-5
4.31745000E+2	4.23786131E-5
4.32377000E+2	4.24064328E-5
4.33009000E+2	4.24620721E-5
4.33615000E+2	4.24714041E-5
4.34273000E+2	4.24250379E-5
4.34905000E+2	4.24111281E-5
4.35537000E+2	4.24621308E-5
4.36169000E+2	4.23693625E-5
4.36801000E+2	4.24018188E-5
4.37433000E+2	4.22534472E-5
4.38065000E+2	4.24620947E-5
4.38697000E+2	4.23693410E-5
4.39329000E+2	4.23925240E-5
4.39961000E+2	4.22905186E-5
4.40593000E+2	4.24296169E-5
4.41225000E+2	4.23368847E-5
4.41857000E+2	4.23878634E-5
4.42489000E+2	4.23925000E-5
4.43121000E+2	4.23785902E-5
4.43753000E+2	4.23368607E-5
4.44385000E+2	4.23924834E-5
4.45017000E+2	4.23739370E-5
4.45649000E+2	4.23785736E-5
4.46281000E+2	4.24573959E-5
4.46913000E+2	4.24852156E-5
4.47545000E+2	4.24295592E-5
4.48177000E+2	4.23646467E-5
4.48809000E+2	4.25222913E-5
4.49441000E+2	4.23646467E-5
4.50073000E+2	4.23600072E-5
4.50705000E+2	4.23739170E-5
4.51337000E+2	4.23692804E-5
4.51969000E+2	4.22301823E-5
4.52601000E+2	4.24017367E-5
4.53233000E+2	4.24295923E-5
4.53865000E+2	4.23275870E-5
4.54497000E+2	4.23832262E-5
4.55129000E+2	4.24295923E-5
4.55761000E+2	4.22905044E-5
4.56393000E+2	4.23786000E-5
4.57025000E+2	4.23971464E-5
4.57657000E+2	4.24110563E-5
4.58289000E+2	4.24527857E-5
4.58921000E+2	4.24342343E-5
4.59553000E+2	4.23368655E-5
4.60185000E+2	5.30242464E-5
4.60817000E+2	5.30242464E-5
4.61449000E+2	5.30473576E-5
4.62081000E+2	5.31493628E-5
4.62713000E+2	5.30659040E-5
4.63345000E+2	5.30334478E-5
4.63977000E+2	5.28340739E-5
4.64609000E+2	5.30613579E-5
4.65241000E+2	5.30103552E-5
4.65873000E+2	5.29176230E-5
4.66505000E+2	5.30103552E-5
4.67137000E+2	5.29732777E-5
4.67769000E+2	5.29871875E-5
4.68401000E+2	5.28666356E-5
4.69033000E+2	5.30196438E-5
4.69665000E+2	5.29500946E-5
4.70297000E+2	5.30010448E-5
4.70929000E+2	5.30288645E-5
4.71561000E+2	5.28897663E-5
4.72193000E+2	5.28990395E-5
4.72825000E+2	5.30056818E-5
4.73457000E+2	5.29083131E-5
4.74089000E+2	5.29778622E-5
4.74721000E+2	5.30288649E-5
4.75353000E+2	5.29268595E-5
4.75985000E+2	5.28479989E-5
4.76617000E+2	5.29824603E-5
4.77249000E+2	5.30612826E-5
4.77881000E+2	5.29963702E-5
4.78513000E+2	5.30520630E-5
4.79145000E+2	5.29825139E-5
4.79777000E+2	5.31401585E-5
4.80409000E+2	5.31216121E-5
4.81041000E+2	5.30845192E-5
4.81673000E+2	5.30938149E-5
